-	Björkqvist	-	proper	5	-	-	-	-	-
-	Björkstén	-	proper	5	-	-	-	-	-
-	Björn	-	proper	5	-	-	-	-	-
-	Bjørnstad	-	proper	5	-	-	-	-	-
-	Black	-	proper	5	-	-	-	-	-
-	Blackwell	-	proper	5	-	-	-	-	-
-	Blair	-	proper	5	-	-	-	-	-
-	Blake	-	proper	8	-	-	-	-	-
-	Blanc	-	proper	5	-	-	-	-	-
-	Blanco	-	proper	1	-	-	-	-	-
-	Bleibtreu	-	proper	21	-	-	-	-	-
-	Blinken	-	proper	6	-	-	-	-	-
-	Blokland	-	proper	5	-	-	-	-	-
-	Blom	-	proper	5	-	-	-	-	-
-	Blomberg	-	proper	5	-	-	-	-	-
-	Blomqvist	-	proper	5	-	-	-	-	-
-	Blomstedt	-	proper	5	-	-	-	-	-
-	Bly	-	proper	21	-	front|back	i|y	-	-
-	Blåfield	-	proper	5	-	-	-	-	-
-	Bobrikov	-	proper	5	-	-	-	-	-
-	Bobrovski	-	proper	5	-	-	-	-	-
-	Bock	-	proper	5	-	-	-	-	-
-	Boehm	-	proper	5	-	-	-	-	-
-	Boelius	-	proper	39	-	-	-	-	-
-	Boer	-	proper	5	-	-	-	-	-
-	Boeselager	-	proper	6	-	-	-	-	-
-	Bogdanoff	-	proper	5	-	-	-	-	-
-	Bogdanov	-	proper	5	-	-	-	-	-
-	Bogdanović	-	proper	5	-	-	-	-	-
-	Bohr	-	proper	5	-	-	-	-	-
-	Boije	-	proper	8	-	-	-	-	-
-	Boldt	-	proper	5	-	-	-	-	-
-	Bolkestein	-	proper	5	-	-	-	-	-
-	Bollström	-	proper	5	-	-	-	-	-
-	Bologna	-	proper	10	-	-	-	-	-
-	Bolshunov	-	proper	5	-	-	-	-	-
-	Bolsonaro	-	proper	1	-	-	-	-	-
-	Bolt	-	proper	5	-	-	-	-	-
-	Bolton	-	proper	6	-	-	-	-	-
-	Boltzmann	-	proper	5	-	-	-	-	-
-	Bolívar	-	proper	5	-	-	-	-	-
-	Bolšunov	-	proper	5	-	-	-	-	-
-	Boman	-	proper	5	-	-	-	-	-
-	Bonaparte	-	proper	8	-	-	-	-	-
-	Bond	-	proper	5	-	-	-	-	-
-	Bondarenko	-	proper	1	-	-	-	-	-
-	Bondartšuk	-	proper	5	-	-	-	-	-
-	Bonet	-	proper	22|†5	-	-	-	-	-
-	Boni	-	proper	5	-	-	-	-	-
-	Bonnet	-	proper	22|†5	-	-	-	-	-
-	Bonsdorff	-	proper	5	-	-	-	-	-
-	Boole	-	proper	8	-	-	-	-	-
-	Boom	-	proper	5	-	-	-	-	-
-	Boone	-	proper	8	-	-	-	-	-
-	Booth	-	proper	5	-	-	-	-	-
-	Borchsenius	-	proper	39	-	-	-	-	-
-	Borenius	-	proper	39	-	-	-	-	-
-	Borg	-	proper	5	-	-	-	-	-
-	Borgström	-	proper	5	-	-	-	-	-
-	Borlée	-	proper	8	-	-	-	-	-
-	Born	-	proper	5	-	-	-	-	-
-	Borodina	-	proper	1	-	-	-	-	-
-	Bos	-	proper	5	-	-	-	-	-
-	Bosch	-	proper	5	-	-	-	-	-
