-	Again	-	noun	5	-	-	-	foreign	-
-	Age	-	noun	8	-	-	-	foreign	-
-	Agency	-	noun	2	-	-	-	foreign	-
-	Agent	-	noun	5	-	-	-	foreign	-
-	Agents	-	noun	5	-	-	-	foreign	-
-	Airlines	-	noun	5	-	-	-	foreign	-
-	Airways	-	noun	5	-	-	-	foreign	-
-	Akademi	-	noun	5	-	-	-	foreign	-
-	Alliance	-	noun	8	-	-	-	foreign	-
-	Amateur	-	noun	5	-	-	-	foreign	-
-	Amen	-	noun	6	-	-	-	foreign	-
-	America	-	noun	13	-	-	-	foreign	-
-	American	-	noun	6	-	-	-	foreign	-
-	Analysis	-	noun	5	-	-	-	foreign	-
-	Animal	-	noun	6	-	-	-	foreign	-
-	Anything	-	noun	5	-	-	-	foreign	-
-	Aqua	-	noun	10|12	-	-	-	foreign	-
-	Arab	-	noun	5	-	-	-	foreign	-
-	Arabic	-	noun	5	-	-	-	foreign	-
-	Arcade	-	noun	8	-	-	-	foreign	-
-	Archive	-	noun	8	-	-	-	foreign	-
-	Arctic	-	noun	5	-	-	-	foreign	-
-	Arena	-	noun	13	-	-	-	foreign	-
-	Army	-	noun	1	-	-	-	foreign	-
-	Ars	-	noun	5	-	-	-	foreign	-
-	Art	-	noun	5	-	-	-	foreign	-
-	Asia	-	noun	9	-	-	-	foreign	-
-	Asian	-	noun	5	-	-	-	foreign	-
-	Ass	-	noun	5	-	-	-	foreign	-
-	Assembly	-	noun	1	-	-	-	foreign	-
-	Association	-	noun	5	-	-	-	foreign	-
-	Atheism	-	noun	5	-	-	-	foreign	-
-	Athletic	-	noun	5	-	-	-	foreign	-
-	Atlantic	-	noun	5	-	-	-	foreign	-
-	Australian	-	noun	5	-	-	-	foreign	-
-	Authority	-	noun	2	-	-	-	foreign	-
-	Automotive	-	noun	8	-	-	-	foreign	-
-	Autovía	-	noun	9	-	-	-	foreign	-
-	Avalanche	-	noun	8	-	-	-	foreign	-
-	Avenida	-	noun	9	-	-	-	foreign	-
-	Aviation	-	noun	5	-	-	-	foreign	-
-	Award	-	noun	5	-	-	-	foreign	-
-	Awards	-	noun	5	-	-	-	foreign	-
-	Azure	-	noun	8	-	-	-	foreign	-
-	B&B	-	noun	?18B	-	-	-	foreign	-
-	Back	-	noun	5	-	-	-	foreign	-
-	Background	-	noun	5	-	-	-	foreign	-
-	Backstory	-	noun	1	-	-	-	foreign	-
-	Ball	-	noun	5	-	-	-	foreign	-
-	Balls	-	noun	5	-	-	-	foreign	-
-	Baltica	-	noun	9	-	-	-	foreign	-
-	Band	-	noun	5	-	-	-	foreign	-
-	Bank	-	noun	5	-	-	-	foreign	-
-	Baptist	-	noun	5	-	-	-	foreign	-
-	Basket	-	noun	5	-	-	-	foreign	-
-	Bay	-	noun	21	-	-	i|y	foreign	-
-	Beach	-	noun	5	-	-	-	foreign	-
-	Beauty	-	noun	1	-	-	-	foreign	-
-	Berlin	-	noun	5	-	-	-	foreign	-
-	Best	-	noun	5	-	-	-	foreign	-
-	Beyond	-	noun	5	-	-	-	foreign	-
-	Bien	-	noun	5	-	-	-	foreign	-
-	Big	-	noun	5	-	-	-	foreign	-
-	Billboard	-	noun	5	-	-	-	foreign	-
-	Billion	-	noun	6	-	-	-	foreign	-
-	Bin	-	noun	5	-	-	-	foreign	-
-	Biology	-	noun	1	-	-	-	foreign	-
-	Bitch	-	noun	5	-	-	-	foreign	-
-	Black	-	noun	5	-	-	-	foreign	-
-	Blind	-	noun	5	-	-	-	foreign	-
-	Block	-	noun	5	-	-	-	foreign	-
-	Blood	-	noun	5	-	-	-	foreign	-
-	Blue	-	noun	8	-	-	-	foreign	-
-	Board	-	noun	5	-	-	-	foreign	-
-	Bon	-	noun	5	-	-	-	foreign	-
-	Bonbon	-	noun	6	-	-	-	foreign	-
-	Bone	-	noun	8	-	-	-	foreign	-
-	Book	-	noun	5	-	-	-	foreign	-
-	Books	-	noun	5	-	-	-	foreign	-
-	Bottom	-	noun	5	-	-	-	foreign	-
-	Box	-	noun	5	-	-	-	foreign	-
-	Boxer	-	noun	6	-	-	-	foreign	-
-	Boxing	-	noun	5	-	-	-	foreign	-
-	Boys	-	noun	5	-	-	-	foreign	-
-	Brain	-	noun	5	-	-	-	foreign	-
-	Branch	-	noun	5	-	-	-	foreign	-
-	Brick	-	noun	5	-	-	-	foreign	-
-	Britain	-	noun	5	-	-	-	foreign	-
-	British	-	noun	5	-	-	-	foreign	-
-	Broadcasting	-	noun	5	-	-	-	foreign	-
-	Broken	-	noun	6	-	-	-	foreign	-
-	Brother	-	noun	6	-	-	-	foreign	-
-	Brothers	-	noun	5	-	-	-	foreign	-
-	Browser	-	noun	6	-	-	-	foreign	-
-	Bruins	-	noun	5	-	-	-	foreign	-
-	Buen	-	noun	5	-	-	-	foreign	-
-	Bulls	-	noun	5	-	-	-	foreign	-
-	Bureau	-	noun	21	-	-	-	foreign	-
-	Burger	-	noun	6	-	-	-	foreign	-
-	Burgers	-	noun	5	-	-	-	foreign	-
-	Burj	-	noun	5	-	-	-	foreign	-
-	Cabinet	-	noun	5	-	-	-	foreign	-
-	Café	-	noun	21	-	-	-	foreign	-
-	Calle	-	noun	8	-	-	-	foreign	-
-	Can	-	noun	5	-	-	-	foreign	-
-	Canada	-	noun	10|12	-	-	-	foreign	-
-	Canadian	-	noun	5	-	-	-	foreign	-
-	Canon	-	noun	6	-	-	-	foreign	-
-	Cap	-	noun	5	-	-	-	foreign	-
-	Cape	-	noun	8	-	-	-	foreign	-
-	Captain	-	noun	5	-	-	-	foreign	-
-	Carbon	-	noun	6	-	-	-	foreign	-
-	Care	-	noun	8	-	-	-	foreign	-
-	Caribbean	-	noun	5	-	-	-	foreign	-
-	Cat	-	noun	5	-	-	-	foreign	-
-	Cats	-	noun	5	-	-	-	foreign	-
-	Cavaliers	-	noun	5	-	-	-	foreign	-
-	Center	-	noun	6	-	-	-	foreign	-
-	Central	-	noun	6	-	-	-	foreign	-
-	Centre	-	noun	8	-	-	-	foreign	-
-	Century	-	noun	2	-	-	-	foreign	-
-	Champion	-	noun	5	-	-	-	foreign	-
-	Channel	-	noun	6	-	-	-	foreign	-
-	Chemistry	-	noun	1	-	-	-	foreign	-
-	Chicken	-	noun	6	-	-	-	foreign	-
-	Children	-	noun	6	-	-	-	foreign	-
-	China	-	noun	9	-	-	-	foreign	-
-	Chinatown	-	noun	5	-	-	-	foreign	-
-	Chinese	-	noun	8	-	-	-	foreign	-
-	Chip	-	noun	5	-	-	-	foreign	-
-	Christian	-	noun	5	-	-	-	foreign	-
-	Christianity	-	noun	1	-	-	-	foreign	-
-	Chronicle	-	noun	8	-	-	-	foreign	-
-	Chronicles	-	noun	5	-	-	-	foreign	-
-	Church	-	noun	5	-	-	-	foreign	-
-	Circle	-	noun	8	-	-	-	foreign	-
-	Citizen	-	noun	6	-	-	-	foreign	-
-	City	-	noun	1	-	front	y	foreign	-
-	Clan	-	noun	6	-	-	-	foreign	-
-	Class	-	noun	5	-	-	-	foreign	-
-	Classic	-	noun	5	-	-	-	foreign	-
-	Clean	-	noun	5	-	-	-	foreign	-
-	Cleantech	-	noun	5	-	-	-	foreign	-
-	Clear	-	noun	5	-	-	-	foreign	-
-	Client	-	noun	5	-	-	-	foreign	-
-	Club	-	noun	5	-	-	-	foreign	-
-	Co.	-	noun	XX	-	-	-	foreign|abbr	-
-	Coalition	-	noun	5	-	-	-	foreign	-
-	Cock	-	noun	5	-	-	-	foreign	-
-	Code	-	noun	8	-	-	-	foreign	-
-	Coin	-	noun	5	-	-	-	foreign	-
-	College	-	noun	2	-	back	e	foreign	-
-	Comics	-	noun	5	-	-	-	foreign	-
-	Comission	-	noun	5	-	-	-	foreign|nstd	-
-	Commission	-	noun	5	-	-	-	foreign	-
-	Commodore	-	noun	8	-	-	-	foreign	-
-	Company	-	noun	2	-	-	-	foreign	-
-	Compass	-	noun	5	-	-	-	foreign	-
-	Computer	-	noun	6	-	-	-	foreign	-
-	Cone	-	noun	8	-	-	-	foreign	-
-	Conference	-	noun	8	-	-	-	foreign	-
-	Congress	-	noun	5	-	-	-	foreign	-
-	Continental	-	noun	6	-	-	-	foreign	-
-	Convention	-	noun	5	-	-	-	foreign	-
-	Copy	-	noun	1	-	front|back	y	foreign	-
-	Corporation	-	noun	5	-	-	-	foreign	-
-	Council	-	noun	5	-	-	-	foreign	-
-	Country	-	noun	1	-	front|back	y	foreign	-
-	Court	-	noun	5	-	-	-	foreign	-
-	Cream	-	noun	5	-	-	-	foreign	-
-	Credit	-	noun	5	-	-	-	foreign	-
-	Crimson	-	noun	6	-	-	-	foreign	-
-	Crown	-	noun	5	-	-	-	foreign	-
-	Crystal	-	noun	6	-	-	-	foreign	-
-	Crème	-	noun	8	-	-	-	foreign	-
-	Cube	-	noun	8	-	-	-	foreign	-
-	Culture	-	noun	8	-	-	-	foreign	-
-	Cut	-	noun	5	-	-	-	foreign	-
-	Cyan	-	noun	6	-	-	-	foreign	-
-	Daddy	-	noun	1	-	-	-	foreign	-
-	Daily	-	noun	1	-	-	-	foreign	-
-	Dance	-	noun	8	-	-	-	foreign	-
-	Dark	-	noun	5	-	-	-	foreign	-
-	Day	-	noun	21	-	-	i|y	foreign	-
-	Dead	-	noun	5	-	-	-	foreign	-
-	Death	-	noun	5	-	-	-	foreign	-
-	Decade	-	noun	8	-	-	-	foreign	-
-	Deep	-	noun	5	-	-	-	foreign	-
-	Delete	-	noun	8	-	-	-	foreign	-
-	Deluxe	-	noun	8	-	-	-	foreign	-
-	Democratic	-	noun	5	-	-	-	foreign	-
-	Demon	-	noun	6	-	-	-	foreign	-
-	Denmark	-	noun	5	-	-	-	foreign	-
-	Department	-	noun	5	-	-	-	foreign	-
-	Desk	-	noun	5	-	-	-	foreign	-
-	Desktop	-	noun	5	-	-	-	foreign	-
-	Deutsch	-	noun	5	-	-	-	foreign	-
-	Deutsche	-	noun	8	-	-	-	foreign	-
-	Deutschland	-	noun	5	-	-	-	foreign	-
-	Developer	-	noun	6	-	-	-	foreign	-
-	Devils	-	noun	5	-	-	-	foreign	-
-	Diamond	-	noun	5	-	-	-	foreign	-
-	Dictionary	-	noun	1	-	-	-	foreign	-
-	Dinamo	-	noun	2	-	-	-	foreign	-
-	Director	-	noun	6	-	-	-	foreign	-
-	Disc	-	noun	5	-	-	-	foreign	-
-	Disk	-	noun	5	-	-	-	foreign	-
-	District	-	noun	5	-	-	-	foreign	-
-	Divison	-	noun	6	-	-	-	foreign	-
-	Dnevnik	-	noun	5	-	-	-	foreign	-
-	Dog	-	noun	5	-	-	-	foreign	-
-	Dogs	-	noun	5	-	-	-	foreign	-
-	Dollar	-	noun	6	-	-	-	foreign	-
-	Domestic	-	noun	5	-	-	-	foreign	-
-	Door	-	noun	5	-	-	-	foreign	-
-	Down	-	noun	5	-	-	-	foreign	-
-	Drag	-	noun	5	-	-	-	foreign	-
-	Dragon	-	noun	6	-	-	-	foreign	-
-	Dragons	-	noun	5	-	-	-	foreign	-
-	Dream	-	noun	5	-	-	-	foreign	-
-	Dreams	-	noun	5	-	-	-	foreign	-
-	Drink	-	noun	5	-	-	-	foreign	-
-	Duck	-	noun	5	-	-	-	foreign	-
-	Ducks	-	noun	5	-	-	-	foreign	-
-	Dukkah	-	noun	22|5	-	-	-	foreign	-
-	Dungeon	-	noun	6	-	-	-	foreign	-
-	Dungeons	-	noun	5	-	-	-	foreign	-
-	Ear	-	noun	5	-	-	-	foreign	-
-	Early	-	noun	1	-	-	-	foreign	-
-	Earth	-	noun	5	-	-	-	foreign	-
-	East	-	noun	5	-	-	-	foreign	-
-	Eastern	-	noun	5	-	-	-	foreign	-
-	Economic	-	noun	5	-	-	-	foreign	-
-	Edition	-	noun	5	-	-	-	foreign	-
-	Education	-	noun	5	-	-	-	foreign	-
-	Eight	-	noun	5	-	-	-	foreign	-
-	Eighth	-	noun	5	-	-	-	foreign	-
-	Election	-	noun	5	-	-	-	foreign	-
-	Electric	-	noun	5	-	-	-	foreign	-
-	Electricity	-	noun	1	-	-	-	foreign	-
-	Electron	-	noun	6	-	-	-	foreign	-
-	Eleven	-	noun	6	-	-	-	foreign	-
-	Else	-	noun	8	-	-	-	foreign	-
-	Emerald	-	noun	5	-	-	-	foreign	-
-	Empire	-	noun	8	-	front	e	foreign	-
-	Empty	-	noun	1	-	-	-	foreign	-
-	Encyclopedia	-	noun	12	-	-	-	foreign	-
-	Encyclopædia	-	noun	12	-	-	-	foreign	-
-	Energy	-	noun	2	-	-	-	foreign	-
-	England	-	noun	5	-	-	-	foreign	-
-	English	-	noun	5	-	-	-	foreign	-
-	Enter	-	noun	6	-	-	-	foreign	-
-	Entertainment	-	noun	5	-	-	-	foreign	-
-	Epic	-	noun	5	-	-	-	foreign	-
-	Episode	-	noun	8	-	-	-	foreign	-
-	Escort	-	noun	5	-	-	-	foreign	-
-	Esport	-	noun	5	-	-	-	foreign	-
-	Euphoria	-	noun	12	-	-	-	foreign	-
-	Europe	-	noun	8	-	-	-	foreign	-
-	European	-	noun	5	-	-	-	foreign	-
-	Even	-	noun	6	-	-	-	foreign	-
-	Events	-	noun	5	-	-	-	foreign	-
-	Every	-	noun	2	-	-	-	foreign	-
-	Evolution	-	noun	5	-	-	-	foreign	-
-	Exhibition	-	noun	5	-	-	-	foreign	-
-	Exit	-	noun	5	-	-	-	foreign	-
-	Experience	-	noun	8	-	-	-	foreign	-
-	Expo	-	noun	1	-	-	-	foreign	-
-	Eye	-	noun	8	-	-	-	foreign	-
-	Fairytale	-	noun	8	-	-	-	foreign	-
-	False	-	noun	8	-	-	-	foreign	-
-	Family	-	noun	1	-	-	-	foreign	-
-	Fan	-	noun	5	-	back	a	foreign	-
-	Fantasy	-	noun	2	-	-	-	foreign	-
-	Fashion	-	noun	5	-	-	-	foreign	-
-	Federal	-	noun	5	-	-	-	foreign	-
-	Federation	-	noun	5	-	-	-	foreign	-
-	Festival	-	noun	6	-	-	-	foreign	-
-	Fiction	-	noun	5	-	-	-	foreign	-
-	Field	-	noun	5	-	-	-	foreign	-
-	Fields	-	noun	5	-	-	-	foreign	-
-	Fifth	-	noun	5	-	-	-	foreign	-
-	Film	-	noun	5	-	-	-	foreign	-
-	Financial	-	noun	5	-	-	-	foreign	-
-	Finland	-	noun	5	-	-	-	foreign	-
-	Finnish	-	noun	5	-	-	-	foreign	-
-	Fire	-	noun	8	-	-	-	foreign	-
-	Fires	-	noun	5	-	-	-	foreign	-
-	First	-	noun	5	-	-	-	foreign	-
-	Fish	-	noun	5	-	-	-	foreign	-
-	Fit	-	noun	5	-	-	-	foreign	-
-	Five	-	noun	8	-	-	-	foreign	-
-	Flow	-	noun	22|†5	-	-	-	foreign	-
-	Food	-	noun	5	-	-	-	foreign	-
-	Foot	-	noun	5	-	-	-	foreign	-
-	Football	-	noun	5	-	-	-	foreign	-
-	Force	-	noun	8	-	-	-	foreign	-
-	Forces	-	noun	5	-	-	-	foreign	-
-	Foreign	-	noun	5	-	-	-	foreign	-
-	Forest	-	noun	5	-	-	-	foreign	-
-	Fork	-	noun	5	-	-	-	foreign	-
-	Fort	-	noun	5	-	-	-	foreign	-
-	Forum	-	noun	6	-	-	-	foreign	-
-	Foundation	-	noun	5	-	-	-	foreign	-
-	Four	-	noun	5	-	-	-	foreign	-
-	Fourth	-	noun	5	-	-	-	foreign	-
-	France	-	noun	8	-	-	-	foreign	-
-	Free	-	noun	17	-	-	-	foreign	-
-	Freedom	-	noun	5	-	-	-	foreign	-
-	Freemium	-	noun	5	-	-	-	foreign	-
-	French	-	noun	5	-	-	-	foreign	-
-	Friday	-	noun	21	-	-	i|y	foreign	-
-	Friend	-	noun	5	-	-	-	foreign	-
-	Front	-	noun	5	-	-	-	foreign	-
-	Frontier	-	noun	5	-	-	-	foreign	-
-	Fruit	-	noun	5	-	-	-	foreign	-
-	Fuck	-	noun	5	-	-	-	foreign	-
-	Full	-	noun	5	-	-	-	foreign	-
-	Fun	-	noun	5	-	-	-	foreign	-
-	Fund	-	noun	5	-	-	-	foreign	-
-	Future	-	noun	8	-	-	-	foreign	-
-	Game	-	noun	8	-	-	-	foreign	-
-	Gamer	-	noun	6	-	-	-	foreign	-
-	Games	-	noun	5	-	-	-	foreign	-
-	Garden	-	noun	6	-	-	-	foreign	-
-	Gate	-	noun	8	-	-	-	foreign	-
-	Gazeta	-	noun	9	-	-	-	foreign	-
-	Gender	-	noun	6	-	-	-	foreign	-
-	General	-	noun	6	-	-	-	foreign	-
-	German	-	noun	6	-	-	-	foreign	-
-	Germany	-	noun	2	-	-	-	foreign	-
-	Ginger	-	noun	6	-	-	-	foreign	-
-	Girl	-	noun	5	-	-	-	foreign	-
-	Girls	-	noun	5	-	-	-	foreign	-
-	Global	-	noun	6	-	-	-	foreign	-
-	Globe	-	noun	8	-	-	-	foreign	-
-	Go	-	noun	21	-	-	-	foreign	-
-	God	-	noun	5	-	-	-	foreign	-
-	Gold	-	noun	5	-	-	-	foreign	-
-	Golden	-	noun	6	-	-	-	foreign	-
-	Grain	-	noun	5	-	-	-	foreign	-
-	Gran	-	noun	6	-	-	-	foreign	-
-	Grand	-	noun	5	-	-	-	foreign	-
-	Grande	-	noun	8	-	-	-	foreign	-
-	Gray	-	noun	21	-	front|back	i|y	foreign	-
-	Great	-	noun	5	-	-	-	foreign	-
-	Greek	-	noun	5	-	-	-	foreign	-
-	Green	-	noun	5	-	-	-	foreign	-
-	Grey	-	noun	21	-	-	i|y	foreign	-
-	Group	-	noun	5	-	-	-	foreign	-
-	Groß	-	noun	5	-	-	-	foreign	-
-	Guide	-	noun	8	-	-	-	foreign	-
-	Gun	-	noun	5	-	-	-	foreign	-
-	Hair	-	noun	5	-	-	-	foreign	-
-	Hand	-	noun	5	-	-	-	foreign	-
-	Hard	-	noun	5	-	-	-	foreign	-
-	Hardcore	-	noun	8	-	-	-	foreign	-
-	Hardware	-	noun	8	-	-	-	foreign	-
-	Harmony	-	noun	2	-	-	-	foreign	-
-	Haus	-	noun	5	-	-	-	foreign	-
-	Hawk	-	noun	5	-	-	-	foreign	-
-	Health	-	noun	5	-	-	-	foreign	-
-	Hell	-	noun	5	-	-	-	foreign	-
-	Hello	-	noun	1	-	-	-	foreign	-
-	Here	-	noun	8	-	-	-	foreign	-
-	Hero	-	noun	1	-	-	-	foreign	-
-	Heroes	-	noun	5	-	-	-	foreign	-
-	Hidden	-	noun	6	-	-	-	foreign	-
-	High	-	noun	5	-	-	-	foreign	-
-	Hill	-	noun	5	-	-	-	foreign	-
-	History	-	noun	1	-	-	-	foreign	-
-	Hockey	-	noun	21	-	-	i|y	foreign	-
-	Holiday	-	noun	21	-	-	i|y	foreign	-
-	Home	-	noun	8	-	-	-	foreign	-
-	Honey	-	noun	21	-	-	i|y	foreign	-
-	Hope	-	noun	8	-	-	-	foreign	-
-	Hot	-	noun	5	-	-	-	foreign	-
-	Hotel	-	noun	6	-	-	-	foreign	-
-	Hotels	-	noun	5	-	-	-	foreign	-
-	Hour	-	noun	5	-	-	-	foreign	-
-	House	-	noun	8	-	back	e	foreign	-
-	Hub	-	noun	5	-	-	-	foreign	-
-	Human	-	noun	6	-	-	-	foreign	-
-	Hundred	-	noun	5	-	-	-	foreign	-
-	Hurricane	-	noun	8	-	-	-	foreign	-
-	Hurricanes	-	noun	5	-	-	-	foreign	-
-	Hut	-	noun	5	-	-	-	foreign	-
-	Hydrogen	-	noun	6	-	-	-	foreign	-
-	Ice	-	noun	8	-	-	-	foreign	-
-	Inc.	-	noun	XX	-	-	-	abbr|foreign	-
-	Independent	-	noun	5	-	-	-	foreign	-
-	Index	-	noun	5	-	-	-	foreign	-
-	India	-	noun	12	-	-	-	foreign	-
-	Indian	-	noun	5	-	-	-	foreign	-
-	Indians	-	noun	5	-	-	-	foreign	-
-	Initiative	-	noun	8	-	-	-	foreign	-
-	Inn	-	noun	5	-	-	-	foreign	-
-	Inside	-	noun	8	-	-	-	foreign	-
-	Institute	-	noun	8	-	-	-	foreign	-
-	International	-	noun	6	-	-	-	foreign	-
-	Intervention	-	noun	5	-	-	-	foreign	-
-	Introduction	-	noun	5	-	-	-	foreign	-
-	Ireland	-	noun	5	-	-	-	foreign	-
-	Iron	-	noun	6	-	-	-	foreign	-
-	Islamic	-	noun	5	-	-	-	foreign	-
-	Island	-	noun	5	-	-	-	foreign	-
-	Islanders	-	noun	5	-	-	-	foreign	-
-	It	-	noun	5	-	-	-	foreign	-
-	Italy	-	noun	1	-	-	-	foreign	-
-	Item	-	noun	5	-	-	-	foreign	-
-	Japan	-	noun	6	-	-	-	foreign	-
-	Jet	-	noun	5	-	-	-	foreign	-
-	Jets	-	noun	5	-	-	-	foreign	-
-	Jewish	-	noun	5	-	-	-	foreign	-
-	Joker	-	noun	?6	-	-	-	foreign	-
-	Journal	-	noun	6	-	-	-	foreign	-
-	Juice	-	noun	8	-	-	-	foreign	-
-	Julmust	-	noun	5	-	-	-	foreign	-
-	Jump	-	noun	5	-	-	-	foreign	-
-	Junk	-	noun	5	-	-	-	foreign	-
-	Justice	-	noun	8	-	-	-	foreign	-
-	Kin	-	noun	5	-	-	-	foreign	-
-	King	-	noun	5	-	-	-	foreign	-
-	Kingdom	-	noun	5	-	-	-	foreign	-
-	Kings	-	noun	5	-	-	-	foreign	-
-	Knife	-	noun	8	-	-	-	foreign	-
-	Koran	-	noun	6	-	-	-	foreign	-
-	Lab	-	noun	5	-	-	-	foreign	-
-	Lag	-	noun	5	-	-	-	foreign	-
-	Lake	-	noun	8	-	-	-	foreign	-
-	Language	-	noun	8	-	-	-	foreign	-
-	Lapland	-	noun	5	-	-	-	foreign	-
-	Law	-	noun	5	-	-	-	foreign	-
-	Leaf	-	noun	5	-	-	-	foreign	-
-	League	-	noun	8	-	-	-	foreign	-
-	Lean	-	noun	5	-	-	-	foreign	-
-	Left	-	noun	5	-	-	-	foreign	-
-	Legacy	-	noun	1	-	-	-	foreign	-
-	Legal	-	noun	6	-	-	-	foreign	-
-	Lens	-	noun	5	-	-	-	foreign	-
-	Lesson	-	noun	6	-	-	-	foreign	-
-	Library	-	noun	1	-	-	-	foreign	-
-	Life	-	noun	8	-	-	-	foreign	-
