-	instrumentiikka	-	noun	9	kk:k	-	-	-	-
-	insulaatio	-	noun	3	-	-	-	-	-
-	insulaattori	-	noun	6	-	-	-	-	-
-	insulooma	-	noun	10	-	-	-	-	-
-	intrigantti	-	noun	5	tt:t	-	-	-	-
-	invaginaatio	-	noun	3	-	-	-	-	-
-	investigaatio	-	noun	3	-	-	-	-	-
-	invitaatio	-	noun	3	-	-	-	-	-
-	irradiaatio	-	noun	3	-	-	-	-	-
-	irrationalisti	-	noun	5	-	-	-	-	-
-	irregulaarisuus	-	noun	40	-	-	-	-	-
-	irregulariteetti	-	noun	5	tt:t	-	-	-	-
-	irreligiositeetti	-	noun	5	tt:t	-	-	-	-
-	irrigaatio	-	noun	3	-	-	-	-	-
-	irritaatio	-	noun	3	-	-	-	-	-
-	irritabiliteetti	-	noun	5	tt:t	-	-	-	-
-	irritamentti	-	noun	5	tt:t	-	-	-	-
-	islamistiikka	-	noun	9	kk:k	-	-	-	-
-	isolationisti	-	noun	5	-	-	-	-	-
-	isolysiini	-	noun	5	-	-	-	-	-
-	istmusablaatio	-	noun	3	-	-	-	-	-
-	jaettava	-	adjective	10	-	-	-	-	-
-	jaksottaminen	-	noun	38	-	-	-	-	-
-	japanologi	-	noun	5	-	-	-	-	-
-	japanologia	-	noun	12	-	-	-	-	-
-	jejunostooma	-	noun	10	-	-	-	-	-
-	jesuiittamaisuus	-	noun	40	-	-	-	-	-
-	joviaalisuus	-	noun	40	-	-	-	-	-
-	jubilaari	-	noun	5	-	-	-	-	-
-	jukstapositio	-	noun	3	-	-	-	-	-
-	juutalaiskristitty	-	adjective	1	tt:t	-	-	-	-
-	kaikuenkefalografia	-	noun	12	-	-	-	-	-
-	kainaloevakuaatio	-	noun	3	-	-	-	-	-
-	kalkioiminen	-	noun	38	-	-	-	-	-
-	kallikreiini	-	noun	5	-	-	-	-	-
-	kalorimetria	-	noun	12	-	-	-	-	-
-	kalsifikaatio	-	noun	3	-	-	-	-	-
-	kanylointi	-	noun	5	nt:nn	-	-	-	-
-	kapillariteetti	-	noun	5	tt:t	-	-	-	-
-	kapnofiili	-	noun	5	-	front|back	-	-	-
-	kaptopriilirenografia	-	noun	12	-	-	-	-	-
-	karakterologia	-	noun	12	-	-	-	-	-
-	kardiogrammi	-	noun	5	-	-	-	-	-
-	kardiolipiini	-	noun	5	-	-	-	-	-
-	karniotomia	-	noun	12	-	-	-	-	-
-	karotiini	-	noun	5	-	-	-	-	-
-	karpaalitunnelisyndrooma	-	noun	10	-	-	-	-	-
-	karrikatyristi	-	noun	5	-	-	-	-	-
-	karsinogeneesi	-	noun	5	-	front|back	-	-	-
-	karsinologia	-	noun	12	-	-	-	-	-
-	karsinostaatti	-	noun	5	tt:t	-	-	-	-
-	kasualismi	-	noun	5	-	-	-	-	-
-	kasualisti	-	noun	5	-	-	-	-	-
-	katabolinen	-	adjective	38	-	-	-	-	-
-	katabolismi	-	noun	5	-	-	-	-	-
-	kataleksia	-	noun	12	-	-	-	-	-
-	katastrofointi	-	noun	5	nt:nn	-	-	-	-
-	katetritrombolyysi	-	noun	5	-	front|back	-	-	-
-	kausalgia	-	noun	12	-	-	-	-	-
-	kavernooma	-	noun	10	-	-	-	-	-
