-	Himos	-	proper	39	-	-	-	-	-
-	Påminne	-	proper	8	-	-	-	-	-
-	Tahko	-	proper	1	-	-	-	-	-
-	Kalpa|linna	-	proper	9	-	-	-	-	-
-	Pitkä|vuori	-	proper	26	-	-	-	-	-
