-	Emmy	-	proper	1	-	-	-	-	-
-	Golden Globe	-	proper	8	-	-	-	-	-
-	Grammy	-	proper	1	-	-	-	-	-
-	Jussi	-	proper	5	-	-	-	-	-
-	Nobel	-	proper	6	-	-	-	-	-
-	Oscar	-	proper	6	-	-	-	-	-
-	Venla	-	proper	9	-	-	-	-	-
