-	Simon|kylä	-	proper	10	-	-	-	-	-
-	Tainion|koski	-	proper	7	-	-	-	-	-
-	Tammi|salo	-	proper	1	-	-	-	-	-
-	Tapanin|kylä	-	proper	10	-	-	-	-	-
-	Torpparin|mäki	-	proper	7	k:	-	-	-	-
-	Ullan|linna	-	proper	9	-	-	-	-	-
-	Vanha|tulli	-	proper	5	-	-	-	-	-
-	Varis|suo	-	proper	19	-	-	-	-	-
-	Vaski|luoto	-	proper	1	t:d	-	-	-	-
-	Vuo|saari	-	proper	26	-	-	-	-	-
-	Vanha%kartano	-	proper	2	-	-	-	-	-
-	Vanha%kaupunki	-	proper	5	nk:ng	-	-	-	-
-	Vanha%tulli	-	proper	5	-	-	-	-	-
/	Kaukas	-	proper	39	-	-	-	-	-
Cap	centret	-	proper	5	-	-	-	-	4.000
Cap	centrum	-	proper	6	-	-	-	-	4.000
Cap	viertel	-	proper	6	-	-	-	-	4.000
