-	Estée Lauder	-	proper	6	-	-	-	-	-
-	Garnier	-	proper	5	-	-	-	-	-
-	Lancôme	-	proper	8	-	-	-	-	-
-	Lumene	-	proper	8	-	-	-	-	-
-	L’Occitane	-	proper	8	-	-	-	-	-
-	L’Oréal	-	proper	5	-	-	-	-	-
-	Max Factor	-	proper	6	-	-	-	-	-
-	Vichy	-	proper	1	-	-	-	-	-
-	Yves Rocher	-	proper	6	-	-	-	-	-
