-	Finnair	-	proper	5	-	-	-	-	-
-	Föli	-	proper	5	-	-	-	-	-
-	HSL	-	proper	10B	-	-	-	-	-
-	KLM	-	proper	10B	-	-	-	-	-
-	Lufthansa	-	proper	9	-	-	-	-	-
-	Norwegian	-	proper	5	-	-	-	-	-
-	Ryanair	-	proper	5	-	-	-	-	-
-	SAS	-	proper	10B	-	-	-	-	-
-	VR	-	proper	10B	-	-	-	-	-
