-	CNN	-	proper	10B	-	-	-	-	-
-	EBU	-	proper	1B	-	-	-	-	-
-	Fox News	-	proper	5	-	-	-	-	-
-	HBO	-	proper	18B	-	-	-	-	-
-	MSNBC	-	proper	18B	-	-	-	-	-
-	MTV3	-	proper	8B	-	-	-	-	-
-	NRJ	-	proper	18B	-	-	-	-	-
-	TV1	-	proper	31B	-	-	-	-	-
-	TV2	-	proper	31B	-	-	-	-	-
-	Tesvisio	-	proper	3	-	-	-	-	-
-	X3M	-	proper	5B	-	-	-	-	-
-	YleX	-	proper	10B	-	-	-	-	-
