-	Il-sung	-	proper	5	-	-	-	-	-
-	Jong-il	-	proper	5	-	-	-	-	-
-	Jong-un	-	proper	5	-	-	-	-	-
-	Ki-moon	-	proper	5	-	-	-	-	-
