-	AFP	-	proper	18B	-	-	-	-	-
-	AP	-	proper	18B	-	-	-	-	-
-	Bloomberg	-	proper	5	-	-	-	-	-
-	Interfax	-	proper	5	-	-	-	-	-
-	Reuters	-	proper	5	-	-	-	-	-
-	Ria	-	proper	9	-	-	-	-	-
-	STT	-	proper	18B	-	-	-	-	-
-	TASS	-	proper	10B	-	-	-	-	-
-	Tass	-	proper	5	-	-	-	-	-
-	Xinhua	-	proper	10|12	-	-	-	-	-
-	Yonhap	-	proper	5	-	-	-	-	-
