-	TCD	-	none	-	-	-	-	symbol	-
-	TD	-	none	-	-	-	-	symbol	-
-	TF	-	none	-	-	-	-	symbol	-
-	TG	-	none	-	-	-	-	symbol	-
-	TGO	-	none	-	-	-	-	symbol	-
-	TH	-	none	-	-	-	-	symbol	-
-	THA	-	none	-	-	-	-	symbol	-
-	TJ	-	none	-	-	-	-	symbol	-
-	TJK	-	none	-	-	-	-	symbol	-
-	TK	-	none	-	-	-	-	symbol	-
-	TKL	-	none	-	-	-	-	symbol	-
-	TKM	-	none	-	-	-	-	symbol	-
-	TL	-	none	-	-	-	-	symbol	-
-	TLS	-	none	-	-	-	-	symbol	-
-	TM	-	none	-	-	-	-	symbol	-
-	TN	-	none	-	-	-	-	symbol	-
-	TO	-	none	-	-	-	-	symbol	-
-	TON	-	none	-	-	-	-	symbol	-
-	TR	-	none	-	-	-	-	symbol	-
-	TT	-	none	-	-	-	-	symbol	-
-	TTO	-	none	-	-	-	-	symbol	-
-	TUN	-	none	-	-	-	-	symbol	-
-	TUR	-	none	-	-	-	-	symbol	-
-	TUV	-	none	-	-	-	-	symbol	-
-	TV	-	none	-	-	-	-	symbol	-
-	TW	-	none	-	-	-	-	symbol	-
-	TWN	-	none	-	-	-	-	symbol	-
-	TZ	-	none	-	-	-	-	symbol	-
-	TZA	-	none	-	-	-	-	symbol	-
-	UA	-	none	-	-	-	-	symbol	-
-	UG	-	none	-	-	-	-	symbol	-
-	UGA	-	none	-	-	-	-	symbol	-
-	UKR	-	none	-	-	-	-	symbol	-
-	UM	-	none	-	-	-	-	symbol	-
-	UMI	-	none	-	-	-	-	symbol	-
-	URY	-	none	-	-	-	-	symbol	-
-	US	-	none	-	-	-	-	symbol	-
-	USA	-	none	-	-	-	-	symbol	-
-	UY	-	none	-	-	-	-	symbol	-
-	UZ	-	none	-	-	-	-	symbol	-
-	UZB	-	none	-	-	-	-	symbol	-
-	VA	-	none	-	-	-	-	symbol	-
-	VAT	-	none	-	-	-	-	symbol	-
-	VC	-	none	-	-	-	-	symbol	-
-	VCT	-	none	-	-	-	-	symbol	-
-	VE	-	none	-	-	-	-	symbol	-
-	VEN	-	none	-	-	-	-	symbol	-
-	VG	-	none	-	-	-	-	symbol	-
-	VGB	-	none	-	-	-	-	symbol	-
-	VI	-	none	-	-	-	-	symbol	-
-	VIR	-	none	-	-	-	-	symbol	-
-	VN	-	none	-	-	-	-	symbol	-
-	VNM	-	none	-	-	-	-	symbol	-
-	VU	-	none	-	-	-	-	symbol	-
-	VUT	-	none	-	-	-	-	symbol	-
-	WF	-	none	-	-	-	-	symbol	-
-	WLF	-	none	-	-	-	-	symbol	-
-	WS	-	none	-	-	-	-	symbol	-
-	WSM	-	none	-	-	-	-	symbol	-
-	YE	-	none	-	-	-	-	symbol	-
-	YEM	-	none	-	-	-	-	symbol	-
-	YT	-	none	-	-	-	-	symbol	-
-	ZA	-	none	-	-	-	-	symbol	-
-	ZAF	-	none	-	-	-	-	symbol	-
-	ZM	-	none	-	-	-	-	symbol	-
-	ZMB	-	none	-	-	-	-	symbol	-
-	ZW	-	none	-	-	-	-	symbol	-
-	ZWE	-	none	-	-	-	-	symbol	-
