-	Clippy	-	proper	1	-	-	-	-	-
-	Leviatan	-	proper	6	-	-	-	-	-
-	Leviathan	-	proper	6	-	-	-	-	-
-	Nidhöggr	-	proper	5	-	-	-	-	-
-	Orochi	-	proper	5	-	-	-	-	-
-	Pegasos	-	proper	39|1S	-	-	-	-	-
-	Ransu	-	proper	1	-	-	-	-	-
-	Ratatoskr	-	proper	5	-	-	-	-	-
