-	ahkeroimaton	-	participle	34	tt:t	-	-	-	-
-	ahkeroitava	-	participle	10	-	-	-	-	-
-	ahkeroitava	-	participle	10	-	-	-	+poss	-
-	ahkeroiva	-	participle	10	-	-	-	-	-
-	ahkeroiva	-	participle	10	-	-	-	+poss	-
-	ahmaisematon	-	participle	34	tt:t	-	-	-	-
-	ahmaiseva	-	participle	10	-	-	-	-	-
-	ahmaiseva	-	participle	10	-	-	-	+poss	-
-	ahmaistava	-	participle	10	-	-	-	-	-
-	ahmaistava	-	participle	10	-	-	-	+poss	-
-	ahmimaton	-	participle	34	tt:t	-	-	-	-
-	ahmittava	-	participle	10	-	-	-	+poss	-
-	ahmittava	-	participle	10	-	-	-	-	-
-	ahmiva	-	participle	10	-	-	-	-	-
-	ahmiva	-	participle	10	-	-	-	+poss	-
-	ahnehdittava	-	participle	10	-	-	-	-	-
-	ahnehdittava	-	participle	10	-	-	-	+poss	-
-	ahnehtimaton	-	participle	34	tt:t	-	-	-	-
-	ahnehtiva	-	participle	10	-	-	-	-	-
-	ahnehtiva	-	participle	10	-	-	-	+poss	-
-	ahtaamaton	-	participle	34	tt:t	-	-	-	-
-	ahtaava	-	participle	10	-	-	-	-	-
-	ahtaava	-	participle	10	-	-	-	+poss	-
-	ahtamaton	-	participle	34	tt:t	-	-	-	-
-	ahtauduttava	-	participle	10	-	-	-	+poss	-
-	ahtauduttava	-	participle	10	-	-	-	-	-
-	ahtautettava	-	participle	10	-	-	-	+poss	-
-	ahtautettava	-	participle	10	-	-	-	-	-
-	ahtauttamaton	-	participle	34	tt:t	-	-	-	-
-	ahtauttava	-	participle	10	-	-	-	+poss	-
-	ahtauttava	-	participle	10	-	-	-	-	-
-	ahtautumaton	-	participle	34	tt:t	-	-	-	-
-	ahtautuva	-	participle	10	-	-	-	+poss	-
-	ahtautuva	-	participle	10	-	-	-	-	-
-	ahtava	-	participle	10	-	-	-	+poss	-
-	ahtava	-	participle	10	-	-	-	-	-
-	ahtouduttava	-	participle	10	-	-	-	+poss	-
-	ahtouduttava	-	participle	10	-	-	-	-	-
-	ahtoutumaton	-	participle	34	tt:t	-	-	-	-
-	ahtoutuva	-	participle	10	-	-	-	-	-
-	ahtoutuva	-	participle	10	-	-	-	+poss	-
-	aidattava	-	participle	10	-	-	-	-	-
-	aidattava	-	participle	10	-	-	-	+poss	-
-	aidoitettava	-	participle	10	-	-	-	+poss	-
-	aidoitettava	-	participle	10	-	-	-	-	-
-	aidoittamaton	-	participle	34	tt:t	-	-	-	-
-	aidoittava	-	participle	10	-	-	-	+poss	-
-	aidoittava	-	participle	10	-	-	-	-	-
-	aidottava	-	participle	10	-	-	-	-	-
-	aidottava	-	participle	10	-	-	-	+poss	-
-	aiennettava	-	participle	10	-	-	-	+poss	-
-	aiennettava	-	participle	10	-	-	-	-	-
-	aientamaton	-	participle	34	tt:t	-	-	-	-
-	aientava	-	participle	10	-	-	-	+poss	-
-	aientava	-	participle	10	-	-	-	-	-
-	aiheellistamaton	-	participle	34	tt:t	-	-	-	-
-	aiheellistava	-	participle	10	-	-	-	-	-
-	aiheellistava	-	participle	10	-	-	-	+poss	-
-	aiheellistettava	-	participle	10	-	-	-	-	-
-	aiheellistettava	-	participle	10	-	-	-	+poss	-
-	aiheellistumaton	-	participle	34	tt:t	-	-	-	-
-	aiheellistuttava	-	participle	10	-	-	-	-	-
-	aiheellistuttava	-	participle	10	-	-	-	+poss	-
-	aiheellistuva	-	participle	10	-	-	-	-	-
-	aiheellistuva	-	participle	10	-	-	-	+poss	-
-	aiheuduttava	-	participle	10	-	-	-	+poss	-
-	aiheuduttava	-	participle	10	-	-	-	-	-
-	aiheutettava	-	participle	10	-	-	-	+poss	-
-	aiheutettava	-	participle	10	-	-	-	-	-
-	aiheuttamaton	-	participle	34	tt:t	-	-	-	-
-	aiheuttava	-	participle	10	-	-	-	-	-
-	aiheuttava	-	participle	10	-	-	-	+poss	-
-	aiheutumaton	-	participle	34	tt:t	-	-	-	-
-	aiheutuva	-	participle	10	-	-	-	+poss	-
-	aiheutuva	-	participle	10	-	-	-	-	-
-	aikailematon	-	participle	34	tt:t	-	-	-	-
-	aikaileva	-	participle	10	-	-	-	-	-
-	aikaileva	-	participle	10	-	-	-	+poss	-
-	aikailtava	-	participle	10	-	-	-	-	-
-	aikailtava	-	participle	10	-	-	-	+poss	-
-	aikaistamaton	-	participle	34	tt:t	-	-	-	-
-	aikaistava	-	participle	10	-	-	-	-	-
-	aikaistava	-	participle	10	-	-	-	+poss	-
-	aikaistettava	-	participle	10	-	-	-	-	-
-	aikaistettava	-	participle	10	-	-	-	+poss	-
-	aikaistumaton	-	participle	34	tt:t	-	-	-	-
-	aikaistuttava	-	participle	10	-	-	-	-	-
-	aikaistuttava	-	participle	10	-	-	-	+poss	-
-	aikaistuva	-	participle	10	-	-	-	-	-
-	aikaistuva	-	participle	10	-	-	-	+poss	-
-	aikautettava	-	participle	10	-	-	-	+poss	-
-	aikautettava	-	participle	10	-	-	-	-	-
-	aikauttamaton	-	participle	34	tt:t	-	-	-	-
-	aikauttava	-	participle	10	-	-	-	-	-
-	aikauttava	-	participle	10	-	-	-	+poss	-
-	aikomaton	-	participle	34	tt:t	-	-	-	-
-	aikova	-	participle	10	-	-	-	-	-
-	aikova	-	participle	10	-	-	-	+poss	-
-	aikuistamaton	-	participle	34	tt:t	-	-	-	-
-	aikuistava	-	participle	10	-	-	-	-	-
-	aikuistava	-	participle	10	-	-	-	+poss	-
-	aikuistettava	-	participle	10	-	-	-	+poss	-
-	aikuistettava	-	participle	10	-	-	-	-	-
-	aikuistumaton	-	participle	34	tt:t	-	-	-	-
-	aikuistuttava	-	participle	10	-	-	-	-	-
-	aikuistuttava	-	participle	10	-	-	-	+poss	-
-	aikuistuva	-	participle	10	-	-	-	+poss	-
-	aikuistuva	-	participle	10	-	-	-	-	-
-	ailahdeltava	-	participle	10	-	-	-	+poss	-
-	ailahdeltava	-	participle	10	-	-	-	-	-
-	ailahdettava	-	participle	10	-	-	-	-	-
-	ailahdettava	-	participle	10	-	-	-	+poss	-
-	ailahtamaton	-	participle	34	tt:t	-	-	-	-
-	ailahtava	-	participle	10	-	-	-	+poss	-
-	ailahtava	-	participle	10	-	-	-	-	-
-	ailahtelematon	-	participle	34	tt:t	-	-	-	-
-	ailahteleva	-	participle	10	-	-	-	-	-
-	ailahteleva	-	participle	10	-	-	-	+poss	-
-	aineellistamaton	-	participle	34	tt:t	-	-	-	-
-	aineellistava	-	participle	10	-	-	-	-	-
-	aineellistava	-	participle	10	-	-	-	+poss	-
-	aineellistettava	-	participle	10	-	-	-	+poss	-
-	aineellistettava	-	participle	10	-	-	-	-	-
-	aineellistumaton	-	participle	34	tt:t	-	-	-	-
-	aineellistuttava	-	participle	10	-	-	-	+poss	-
-	aineellistuttava	-	participle	10	-	-	-	-	-
-	aineellistuva	-	participle	10	-	-	-	+poss	-
-	aineellistuva	-	participle	10	-	-	-	-	-
-	aineistamaton	-	participle	34	tt:t	-	-	-	-
-	aineistava	-	participle	10	-	-	-	+poss	-
-	aineistava	-	participle	10	-	-	-	-	-
-	aineistettava	-	participle	10	-	-	-	-	-
