-	Senegal	-	proper	5	-	-	-	-	-
-	Serbia	-	proper	12	-	-	-	-	-
-	Siam	-	proper	5	-	-	-	-	-
-	Sierra Leone	-	proper	8	-	-	-	-	-
-	Singapore	-	proper	8	-	-	-	-	-
-	Skotlanti	-	proper	5	nt:nn	-	-	-	-
-	Slovakia	-	proper	12	-	-	-	-	-
-	Slovenia	-	proper	12	-	-	-	-	-
-	Somalia	-	proper	12	-	-	-	-	-
-	Sri Lanka	-	proper	9	-	-	-	-	-
-	Sudan	-	proper	6	-	-	-	-	-
-	Suomi	-	proper	7	-	-	-	-	-
-	Suriname	-	proper	8	-	-	-	-	-
-	Sveitsi	-	proper	5	-	-	-	-	-
-	Syyria	-	proper	12	-	-	-	-	-
-	Tadzhikistan	-	proper	5	-	-	-	nstd	-
-	Tadzikistan	-	proper	6	-	-	-	-	-
-	Tadžikistan	-	proper	6	-	-	-	-	-
-	Taiwan	-	proper	6	-	-	-	-	-
-	Tansania	-	proper	12	-	-	-	-	-
-	Tanska	-	proper	9	-	-	-	-	-
-	Togo	-	proper	1	-	-	-	-	-
-	Tokelau	-	proper	21	-	-	-	-	-
-	Tonga	-	proper	10	-	-	-	-	-
-	Tsekki	-	proper	5	kk:k	-	-	nstd	-
-	Tsekkoslovakia	-	proper	12	-	-	-	nstd	-
-	Tshekki	-	proper	5	kk:k	-	-	nstd	-
-	Tshekkoslovakia	-	proper	12	-	-	-	nstd	-
-	Tunisia	-	proper	12	-	-	-	-	-
-	Turkestan	-	proper	6	-	-	-	-	-
-	Turkki	-	proper	5	kk:k	-	-	-	-
-	Turkmenia	-	proper	12	-	-	-	arch	-
-	Turkmenistan	-	proper	6	-	-	-	-	-
-	Tuvalu	-	proper	1	-	-	-	-	-
-	Tšad	-	proper	5	-	-	-	-	-
-	Tšekki	-	proper	5	kk:k	-	-	-	-
-	Tšekkoslovakia	-	proper	12	-	-	-	-	-
-	USA	-	proper	18B|10B	-	-	-	-	-
-	Uganda	-	proper	9	-	-	-	-	-
-	Ukraina	-	proper	13	-	-	-	-	-
-	Unkari	-	proper	6	-	-	-	-	-
-	Uruguay	-	proper	21	-	back	i|y	-	-
-	Uzbekistan	-	proper	6	-	-	-	-	-
-	Vanuatu	-	proper	1	-	-	-	-	-
-	Vatikaani	-	proper	5	-	-	-	-	-
-	Venezuela	-	proper	9	-	-	-	-	-
-	Venäjä	-	proper	10	-	-	-	-	-
-	Vietnam	-	proper	5	-	-	-	-	-
-	Viro	-	proper	1	-	-	-	-	-
-	Wales	-	proper	5	-	-	-	-	-
-	Zaire	-	proper	8	-	-	-	-	-
-	Zimbabwe	-	proper	8	-	-	-	-	-
-	Bosnia-Hertsegovina	-	proper	13	-	-	-	-	-
-	Etelä-Korea	-	proper	12	-	-	-	-	-
-	Etelä-Sudan	-	proper	6	-	-	-	-	-
-	Guinea-Bissau	-	proper	21	-	-	-	-	-
-	Iso-Britannia	-	proper	12	-	-	-	nstd	1.000
-	Itä-Rooma	-	proper	10	-	-	-	-	-
-	Itä-Timor	-	proper	6	-	-	-	-	-
-	Länsi-Sahara	-	proper	12	-	-	-	-	-
-	Nagorno-Karabah	-	proper	5	-	-	-	-	-
-	Natsi-Saksa	-	proper	9	-	-	-	-	-
-	Neuvosto-Venäjä	-	proper	10	-	-	-	-	-
-	Pohjois-Irlanti	-	proper	5	nt:nn	-	-	-	-
-	Pohjois-Korea	-	proper	12	-	-	-	-	-
-	Pohjois-Kypros	-	proper	39	-	-	-	-	-
-	Pohjois-Makedonia	-	proper	12	-	-	-	-	-
-	Puola-Liettua	-	proper	12	-	-	-	-	-
-	Saint-Martin	-	proper	5	-	-	-	-	-
-	Saudi-Arabia	-	proper	12	-	-	-	-	-
-	Serbia-Montenegro	-	proper	2	-	-	-	-	-
-	Tynkä-Jugoslavia	-	proper	12	-	-	-	-	-
-	Uusi-Kaledonia	-	proper	12	-	-	-	-	-
-	Valko-Venäjä	-	proper	10	-	-	-	-	-
-	Itä|valta	-	proper	9	lt:ll	-	-	-	-
-	Joulu|saari	-	proper	26	-	-	-	-	-
-	Kansain|yhteisö	-	proper	2	-	-	-	-	-
-	Kirkko|valtio	-	proper	3	-	-	-	-	-
-	Man|saari	-	proper	26	-	-	-	-	-
-	Neuvosto|liitto	-	proper	1	tt:t	-	-	-	-
-	Norfolkin|saari	-	proper	26	-	-	-	-	-
-	Somali|maa	-	proper	18	-	-	-	-	-
-	Swazi|maa	-	proper	18	-	-	-	-	-
-	Thai|maa	-	proper	18	-	-	-	-	-
-	Tšekin|maa	-	proper	18	-	-	-	-	-
-	Vatikaani|valtio	-	proper	3	-	-	-	-	-
-	Yhdistynyt kuningas|kunta	-	proper	10	nt:nn	-	-	-	-
-	Itä|valta-Unkari	-	proper	6	-	-	-	-	-
-	Norsun|luu|rannikko	-	proper	4	kk:k	-	-	-	-
-	Iso%-Britannia	-	proper	12	-	-	-	-	-
-	Uusi%-Seelanti	-	proper	5	nt:nn	-	-	-	-
-	Papua-Uusi%-Guinea	-	proper	12	-	-	-	-	-
-	Filippiinit	-	proper-pl	5	-	-	-	-	-
-	Grenadiinit	-	proper-pl	5	-	-	-	-	-
-	Komorit	-	proper-pl	6	-	-	-	-	-
-	Malediivit	-	proper-pl	5	-	-	-	-	-
-	Seychellit	-	proper-pl	5	-	-	-	-	-
-	Pohjois-Mariaanit	-	proper-pl	5	-	-	-	-	-
-	Alanko|maat	-	proper-pl	18	-	-	-	-	-
-	Arabi|emiraatit	-	proper-pl	5	tt:t	-	-	-	-
-	Caicos|saaret	-	proper-pl	26	-	-	-	-	-
-	Cayman|saaret	-	proper-pl	26	-	-	-	-	-
-	Cookin|saaret	-	proper-pl	26	-	-	-	-	-
-	Falklandin|saaret	-	proper-pl	26	-	-	-	-	-
-	Fär|saaret	-	proper-pl	26	-	-	-	-	-
-	Galapagos|saaret	-	proper-pl	26	-	-	-	-	-
-	Kookos|saaret	-	proper-pl	26	-	-	-	-	-
-	Marshallin|saaret	-	proper-pl	26	-	-	-	-	-
-	Neitsyt|saaret	-	proper-pl	26	-	-	-	-	-
-	Pitcairn|saaret	-	proper-pl	26	-	-	-	-	-
-	Salomon|saaret	-	proper-pl	26	-	-	-	-	-
-	Sandwich|saaret	-	proper-pl	26	-	-	-	-	-
-	Yhdys|vallat	-	proper-pl	9	lt:ll	-	-	-	-
-	Arabi|emiiri|kunnat	-	proper-pl	10	nt:nn	-	-	-	-
