-	Kajaani	-	proper	5	-	-	-	-	-
-	Kalanti	-	proper	5	nt:nn	-	-	-	-
-	Kaleton	-	proper	34	tt:t	-	-	-	-
-	Kaleva	-	proper	13	-	-	-	-	-
-	Kaliningrad	-	proper	5	-	-	-	-	-
-	Kalkkinen	-	proper	38-pl	-	-	-	-	-
-	Kalkutta	-	proper	10	tt:t	-	-	-	-
-	Kalmar	-	proper	6	-	-	-	-	-
-	Kalvola	-	proper	12	-	-	-	-	-
-	Kampala	-	proper	12	-	-	-	-	-
-	Kannus	-	proper	39	-	-	-	-	-
-	Kanton	-	proper	6	-	-	-	-	-
-	Kapernaum	-	proper	5	-	-	-	-	-
-	Karachi	-	proper	5	-	-	-	-	-
-	Karhula	-	proper	12	-	-	-	-	-
-	Karinainen	-	proper	38-pl	-	-	-	-	-
-	Karjaa	-	proper	18	-	-	-	-	-
-	Karjala	-	proper	12	-	-	-	-	-
-	Karjalohja	-	proper	10	-	-	-	-	-
-	Karkkila	-	proper	12	-	-	-	-	-
-	Karkku	-	proper	1	kk:k	-	-	-	-
-	Karlshamn	-	proper	5	-	-	-	-	-
-	Karlskoga	-	proper	10	-	-	-	-	-
-	Karlskrona	-	proper	10	-	-	-	-	-
-	Karlsruhe	-	proper	8	-	-	-	-	-
-	Karnak	-	proper	5	-	-	-	-	-
-	Karslruhe	-	proper	8	-	-	-	-	-
-	Karstula	-	proper	12	-	-	-	-	-
-	Karthago	-	proper	2	-	-	-	-	-
-	Karttula	-	proper	12	-	-	-	-	-
-	Karuna	-	proper	13	-	-	-	-	-
-	Karunki	-	proper	5	nk:ng	-	-	-	-
-	Karvia	-	proper	12	-	-	-	-	-
-	Kaskinen	-	proper	38-pl	-	-	-	-	-
-	Kassel	-	proper	6	-	-	-	-	-
-	Kathmandu	-	proper	1	-	-	-	-	-
-	Katmandu	-	proper	1	-	-	-	-	-
-	Katowice	-	proper	8	-	-	-	-	-
-	Kauhava	-	proper	10	-	-	-	-	-
-	Kaukas	-	proper	41	-	-	-	-	-
-	Kaukola	-	proper	12	-	-	-	-	-
-	Kaunas	-	proper	5	-	-	-	-	-
-	Kauniainen	-	proper	38-pl	-	-	-	-	-
-	Kaustinen	-	proper	38	-	-	-	-	-
-	Kauttua	-	proper	12	-	-	-	-	-
-	Kauvatsa	-	proper	9	-	-	-	-	-
-	Kazan	-	proper	6	-	-	-	-	-
-	Kecskemét	-	proper	5	-	-	-	-	-
-	Keikyä	-	proper	12	-	-	-	-	-
-	Keitele	-	proper	48	-	-	-	-	-
-	Keituri	-	proper	6	-	-	-	-	-
-	Kekkonen	-	proper	38	-	-	-	-	-
-	Kemi	-	proper	5	-	-	-	-	-
-	Kemiö	-	proper	3	-	-	-	-	-
-	Kempele	-	proper	48	-	-	-	-	-
-	Kerava	-	proper	10	-	-	-	-	-
-	Kestilä	-	proper	12	-	-	-	-	-
-	Ketomella	-	proper	9	-	-	-	-	-
-	Keuru	-	proper	1	-	-	-	-	-
-	Keuruu	-	proper	17	-	-	-	-	-
-	Kevo	-	proper	1	-	-	-	-	-
-	Khartum	-	proper	6	-	-	-	-	-
-	Kianta	-	proper	9	-	-	-	-	-
-	Kiel	-	proper	5	-	-	-	-	-
-	Kiestinki	-	proper	5	-	-	-	-	-
-	Kigali	-	proper	5	-	-	-	-	-
-	Kihniö	-	proper	3	-	-	-	-	-
-	Kiikala	-	proper	12	-	-	-	-	-
-	Kiikka	-	proper	9	kk:k	-	-	-	-
-	Kiikoinen	-	proper	38-pl	-	-	-	-	-
-	Kiiminki	-	proper	5	nk:ng	-	-	-	-
-	Kiiruna	-	proper	13	-	-	-	-	-
-	Kiljava	-	proper	10	-	-	-	-	-
-	Kilpua	-	proper	12	-	-	-	-	-
-	Kingston	-	proper	6	-	-	-	-	-
-	Kingstown	-	proper	5	-	-	-	-	-
-	Kinhiö	-	proper	3	-	-	-	-	-
-	Kinnula	-	proper	12	-	-	-	-	-
