-	Samsonite	-	proper	8	-	-	-	-	-
-	Samsung	-	proper	5	-	-	-	-	-
-	Sanaris	-	proper	39	-	-	-	-	-
-	Sanoma	-	proper	10	-	-	-	-	-
-	Sauber	-	proper	?6	-	-	-	-	-
-	Scania	-	proper	12	-	-	-	-	-
-	Schibsted	-	proper	5	-	-	-	-	-
-	Sega	-	proper	9	-	-	-	-	-
-	Seiko	-	proper	1	-	-	-	-	-
-	Seppälä	-	proper	12	-	-	-	-	-
-	Shein	-	proper	5	-	-	-	-	-
-	Shell	-	proper	5	-	-	-	-	-
-	Shimano	-	proper	2	-	-	-	-	-
-	Siemens	-	proper	5	-	-	-	-	-
-	Sievi	-	proper	5	-	-	-	-	-
-	Sinelli	-	proper	6	-	-	-	-	-
-	Sitomo	-	proper	2	-	-	-	-	-
-	Skanska	-	proper	9	-	-	-	-	-
-	Skechers	-	proper	5	-	-	-	-	-
-	Skoda	-	proper	10	-	-	-	-	-
-	Small Giant	-	proper	5	-	-	-	-	-
-	Smartly	-	proper	1	-	-	-	-	-
-	Sodexo	-	proper	1	-	-	-	-	-
-	Sonera	-	proper	13	-	-	-	-	-
-	Sony	-	proper	1	-	-	-	-	-
-	Spacehub	-	proper	5	-	-	-	-	-
-	Specsavers	-	proper	5	-	-	-	-	-
-	St1	-	proper	31B	-	-	-	-	-
-	Stihl	-	proper	5	-	-	-	-	-
-	Suomalainen	-	proper	38	-	-	-	-	-
-	Supercell	-	proper	5	-	-	-	-	-
-	Surveypal	-	proper	?6	-	-	-	-	-
-	Svea	-	proper	9	-	-	-	-	-
-	Swappie	-	proper	8|21	-	-	-	-	-
-	Synsam	-	proper	5	-	-	-	-	-
-	THX	-	proper	10B	-	-	-	-	-
-	TUI	-	proper	18B	-	-	-	-	-
-	Tallink	-	proper	5	-	-	-	-	-
-	Teboil	-	proper	5	-	-	-	-	-
-	Tector	-	proper	?6	-	-	-	-	-
-	Telia	-	proper	12	-	-	-	-	-
-	Temu	-	proper	1	-	-	-	-	-
-	Terrafame	-	proper	8	-	-	-	-	-
-	Ticketmaster	-	proper	?6	-	-	-	-	-
-	Tiimari	-	proper	?6	-	-	-	-	-
-	Tiketti	-	proper	5	tt:t	-	-	-	-
-	Tjäreborg	-	proper	5	-	-	-	-	-
-	Tori.fi	-	proper	18B	-	-	-	web	-
-	Toshiba	-	proper	9	-	-	-	-	-
-	Trustly	-	proper	1	-	-	-	-	-
-	Tunnin Kuva	-	proper	10	-	-	-	-	-
-	Turo	-	proper	1	-	-	-	-	-
-	UFF	-	proper	10B	-	-	-	-	-
-	UPM	-	proper	10B	-	-	-	-	-
-	UniCafe	-	proper	8	-	-	-	-	-
-	Unibet	-	proper	5	-	-	-	-	-
-	Uniper	-	proper	6	-	-	-	-	-
-	Uniqlo	-	proper	1	-	-	-	-	-
-	VOLT	-	proper	5B	-	-	-	-	-
-	Valmet	-	proper	5	-	-	-	-	-
-	Vastaamo	-	proper	2	-	-	-	-	-
-	Vattenfall	-	proper	5	-	-	-	-	-
-	Verisure	-	proper	8	-	-	-	-	-
-	Vero Moda	-	proper	10	-	-	-	-	-
-	Viasat	-	proper	5	-	-	-	-	-
-	Voglia	-	proper	12	-	-	-	-	-
