-	Jyrkkälä	-	proper	12	-	-	-	-	-
-	Jäkärlä	-	proper	10	-	-	-	-	-
-	Kaakamo	-	proper	2	-	-	-	-	-
-	Kaakkuri	-	proper	6	-	-	-	-	-
-	Kaanaa	-	proper	18	-	-	-	-	-
-	Kaarela	-	proper	13	-	-	-	-	-
-	Kaariainen	-	proper	38	-	-	-	-	-
-	Kaarila	-	proper	13	-	-	-	-	-
-	Kaava	-	proper	9	-	-	-	-	-
-	Kaerla	-	proper	9	-	-	-	-	-
-	Kaihlanen	-	proper	38	-	-	-	-	-
-	Kaihtula	-	proper	12	-	-	-	-	-
-	Kainasto	-	proper	1	-	-	-	-	-
-	Kaipiainen	-	proper	38	-	-	-	-	-
-	Kaipio	-	proper	3	-	-	-	-	-
-	Kairala	-	proper	12	-	-	-	-	-
-	Kairila	-	proper	13	-	-	-	-	-
-	Kaitaa	-	proper	18	-	-	-	-	-
-	Kaitai	-	proper	18	-	-	-	-	-
-	Kaitainen	-	proper	38	-	-	-	-	-
-	Kaivoksela	-	proper	12	-	-	-	-	-
-	Kalaksue	-	proper	8	-	-	-	-	-
-	Kalaton	-	proper	6	-	-	-	-	-
-	Kaldoaivi	-	proper	5	-	-	-	-	-
-	Kalkkila	-	proper	13	-	-	-	-	-
-	Kalkku	-	proper	1	kk:k	-	-	-	-
-	Kalliola	-	proper	9	-	-	-	-	-
-	Kalmari	-	proper	6	-	-	-	-	-
-	Kalvitsa	-	proper	9	-	-	-	-	-
-	Kanervala	-	proper	12	-	-	-	-	-
-	Kankkila	-	proper	13	-	-	-	-	-
-	Kapee	-	proper	17	-	-	-	-	-
-	Kapellskär	-	proper	5	-	-	-	-	-
-	Kapernaumi	-	proper	5	-	-	-	-	-
-	Kapusta	-	proper	10	-	-	-	-	-
-	Karhe	-	proper	8	-	-	-	-	-
-	Karhi	-	proper	5	-	-	-	-	-
-	Karjula	-	proper	12	-	-	-	-	-
-	Karkkimala	-	proper	12	-	-	-	-	-
-	Karkkula	-	proper	12	-	-	-	-	-
-	Karsikas	-	proper	39	-	-	-	-	-
-	Karstu	-	proper	1	-	-	-	-	-
-	Karttu	-	proper	1	tt:t	-	-	-	-
-	Karutta	-	proper	10	tt:t	-	-	-	-
-	Karvetti	-	proper	5	tt:t	-	-	-	-
-	Karvila	-	proper	13	-	-	-	-	-
-	Karvio	-	proper	3	-	-	-	-	-
-	Kasala	-	proper	12	-	-	-	-	-
-	Kaskela	-	proper	13	-	-	-	-	-
-	Kaskii	-	proper	18	-	-	-	-	-
-	Kastari	-	proper	6	-	-	-	-	-
-	Kastelli	-	proper	6	-	-	-	-	-
-	Kastu	-	proper	1	-	-	-	-	-
