-	Kuuskajas|kari	-	proper	5	-	-	-	-	-
-	Man|saari	-	proper	26	-	-	-	-	-
-	Mustikka|maa	-	proper	18	-	-	-	-	-
-	Nais|saari	-	proper	26	-	-	-	-	-
-	Olki|luoto	-	proper	1	t:d	-	-	-	-
-	Pulkkilan|harju	-	proper	1	-	-	-	-	-
-	Ruis|salo	-	proper	1	-	-	-	-	-
-	Saaren|maa	-	proper	18	-	-	-	-	-
-	Seura|saari	-	proper	26	-	-	-	-	-
-	Soi|salo	-	proper	1	-	-	-	-	-
-	Tuli|maa	-	proper	18	-	-	-	-	-
-	Vancouverin|saari	-	proper	26	-	-	-	-	-
-	Aleutit	-	proper-pl	5	tt:t	-	-	-	-
-	Amirantit	-	proper-pl	5	tt:t	-	-	-	-
-	Andamaanit	-	proper-pl	5	-	-	-	-	-
-	Antillit	-	proper-pl	6	-	-	-	-	-
-	Azorit	-	proper-pl	6	-	-	-	-	-
-	Baleaarit	-	proper-pl	5	-	-	-	-	-
-	Egadit	-	proper-pl	5|†6	-	-	-	-	-
-	Grenadiinit	-	proper-pl	5	-	-	-	-	-
-	Hebridit	-	proper-pl	5	-	-	-	-	-
-	Karoliinit	-	proper-pl	5	-	-	-	-	-
-	Kuriilit	-	proper-pl	6	-	-	-	-	-
-	Kykladit	-	proper-pl	5	-	-	-	-	-
-	Lakkadiivit	-	proper-pl	5	-	-	-	-	-
-	Lofootit	-	proper-pl	5	tt:t	-	-	-	-
-	Mariaanit	-	proper-pl	5	-	-	-	-	-
-	Maskareenit	-	proper-pl	5	-	-	-	-	-
-	Molukit	-	proper-pl	5	kk:k	-	-	-	-
-	Nikobaarit	-	proper-pl	5	-	-	-	-	-
-	Peskadorit	-	proper-pl	5	-	-	-	-	-
-	Seychellit	-	proper-pl	5	-	-	-	-	-
-	Sporadit	-	proper-pl	5	-	-	-	-	-
-	Ulko-Hebridit	-	proper-pl	5	-	-	-	-	-
-	Amiraliteetti|saaret	-	proper-pl	26	-	-	-	-	-
-	Antipodi|saaret	-	proper-pl	26	-	-	-	-	-
-	Bahama|saaret	-	proper-pl	26	-	-	-	-	-
-	Banda|saaret	-	proper-pl	26	-	-	-	-	-
-	Bismarck|saaret	-	proper-pl	26	-	-	-	-	-
-	Brittein|saaret	-	proper-pl	26	-	-	-	-	-
-	Caicos|saaret	-	proper-pl	26	-	-	-	-	-
-	Cayman|saaret	-	proper-pl	26	-	-	-	-	-
-	Cookin|saaret	-	proper-pl	26	-	-	-	-	-
-	Crozet’n|saaret	-	proper-pl	26	-	-	-	-	-
-	Egadi|saaret	-	proper-pl	26	-	-	-	-	-
-	Fidži|saaret	-	proper-pl	26	-	-	-	-	-
-	Fär|saaret	-	proper-pl	26	-	-	-	-	-
-	Galápagos|saaret	-	proper-pl	26	-	-	-	-	-
-	Havaiji|saaret	-	proper-pl	26	-	-	-	-	-
-	Huippu|vuoret	-	proper-pl	26	-	-	-	-	-
-	Joonian|saaret	-	proper-pl	26	-	-	-	-	-
-	Kanaali|saaret	-	proper-pl	26	-	-	-	-	-
-	Kanarian|saaret	-	proper-pl	26	-	-	-	-	-
-	Kerguélen|saaret	-	proper-pl	26	-	-	-	-	-
-	Kermadec|saaret	-	proper-pl	26	-	-	-	-	-
-	Kookos|saaret	-	proper-pl	26	-	-	-	-	-
-	Leeward|saaret	-	proper-pl	26	-	-	-	-	-
-	Liparin|saaret	-	proper-pl	26	-	-	-	-	-
-	Marquesas|saaret	-	proper-pl	26	-	-	-	-	-
-	Midway|saaret	-	proper-pl	26	-	-	-	-	-
-	Neitsyt|saaret	-	proper-pl	26	-	-	-	-	-
-	Orkney|saaret	-	proper-pl	26	-	-	-	-	-
-	Parryn|saaret	-	proper-pl	26	-	-	-	-	-
-	Ponza|saaret	-	proper-pl	26	-	-	-	-	-
-	Riukiu|saaret	-	proper-pl	26	-	-	-	-	-
-	Seura|saaret	-	proper-pl	26	-	-	-	-	-
-	Shetlandin|saaret	-	proper-pl	26	-	-	-	-	-
-	Sunda|saaret	-	proper-pl	26	-	-	-	-	-
-	Ulko|saaret	-	proper-pl	26	-	-	-	-	-
-	Windward|saaret	-	proper-pl	26	-	-	-	-	-
-	Isot%-Antillit	-	proper-pl	6	-	-	-	-	-
-	Pienet%-Antillit	-	proper-pl	6	-	-	-	-	-
Cap	n|saari	-	noun	26	-	-	-	-	4.000
Cap	|saaret	-	noun-pl	26	-	-	-	-	4.000
