-	AltaVista	-	proper	9	-	-	-	-	-
-	Baidu	-	proper	1	-	-	-	-	-
-	Bing	-	proper	5	-	-	-	-	-
-	DuckDuckGo	-	proper	21	-	-	-	-	-
-	Google	-	proper	8	-	-	-	-	-
-	StartPage	-	proper	8	-	-	-	-	-
-	Yahoo!	-	proper	18B	-	-	-	-	-
-	Yandex	-	proper	5	-	-	-	-	-
