-	Gatwick	-	proper	5	-	-	-	-	-
-	Heathrow	-	proper	5	-	-	-	-	-
-	Helsinki–Vantaa	-	proper	17	-	-	-	-	-
-	Kastrup	-	proper	5	-	-	-	-	-
-	Etelä|satama	-	proper	10	-	-	-	-	-
-	Länsi|satama	-	proper	10	-	-	-	-	-
