kumpaiseenkin	kumpainenkin	pronoun	-	+sg+ill
kumpaisessakin	kumpainenkin	pronoun	-	+sg+ine
kumpaistakin	kumpainenkin	pronoun	-	+sg+par
kumpaiseksikin	kumpainenkin	pronoun	-	+sg+tra

kumpainenkaan	kumpainenkaan	pronoun	-	+sg+nom
kumpaisettakaan	kumpainenkaan	pronoun	-	+sg+abe
kumpaiseltakaan	kumpainenkaan	pronoun	-	+sg+abl
kumpaisellakaan	kumpainenkaan	pronoun	-	+sg+ade
kumpaisellekaan	kumpainenkaan	pronoun	-	+sg+all
kumpaisestakaan	kumpainenkaan	pronoun	-	+sg+ela
kumpaisenakaan	kumpainenkaan	pronoun	-	+sg+ess
kumpaisenkaan	kumpainenkaan	pronoun	-	+sg+gen
kumpaiseenkaan	kumpainenkaan	pronoun	-	+sg+ill
kumpaisessakaan	kumpainenkaan	pronoun	-	+sg+ine
kumpaistakaan	kumpainenkaan	pronoun	-	+sg+par
kumpaiseksikaan	kumpainenkaan	pronoun	-	+sg+tra

kulloinenkin	kulloinenkin	adjective	-	+sg+nom
kulloisettakin	kulloinenkin	adjective	-	+sg+abe
kulloiseltakin	kulloinenkin	adjective	-	+sg+abl
kulloisellakin	kulloinenkin	adjective	-	+sg+ade
kulloisellekin	kulloinenkin	adjective	-	+sg+all
kulloisestakin	kulloinenkin	adjective	-	+sg+ela
kulloisenakin	kulloinenkin	adjective	-	+sg+ess
kulloisenkin	kulloinenkin	adjective	-	+sg+gen
kulloiseenkin	kulloinenkin	adjective	-	+sg+ill
kulloisessakin	kulloinenkin	adjective	-	+sg+ine
kulloistakin	kulloinenkin	adjective	-	+sg+par
kulloiseksikin	kulloinenkin	adjective	-	+sg+tra

joltinenkin	joltinenkin	adjective	-	+sg+nom
joltisettakin	joltinenkin	adjective	-	+sg+abe
joltiseltakin	joltinenkin	adjective	-	+sg+abl
joltisellakin	joltinenkin	adjective	-	+sg+ade
joltisellekin	joltinenkin	adjective	-	+sg+all
joltisestakin	joltinenkin	adjective	-	+sg+ela
joltisenakin	joltinenkin	adjective	-	+sg+ess
joltisenkin	joltinenkin	adjective	-	+sg+gen
joltiseenkin	joltinenkin	adjective	-	+sg+ill
joltisessakin	joltinenkin	adjective	-	+sg+ine
joltistakin	joltinenkin	adjective	-	+sg+par
joltiseksikin	joltinenkin	adjective	-	+sg+tra

jommoinenkin	jommoinenkin	adjective	-	+sg+nom
jommoisettakin	jommoinenkin	adjective	-	+sg+abe
jommoiseltakin	jommoinenkin	adjective	-	+sg+abl
jommoisellakin	jommoinenkin	adjective	-	+sg+ade
jommoisellekin	jommoinenkin	adjective	-	+sg+all
jommoisestakin	jommoinenkin	adjective	-	+sg+ela
jommoisenakin	jommoinenkin	adjective	-	+sg+ess
jommoisenkin	jommoinenkin	adjective	-	+sg+gen
jommoiseenkin	jommoinenkin	adjective	-	+sg+ill
jommoisessakin	jommoinenkin	adjective	-	+sg+ine
jommoistakin	jommoinenkin	adjective	-	+sg+par
jommoiseksikin	jommoinenkin	adjective	-	+sg+tra
paras	hyvä	adjective	-	+superlative+sg+nom
parhaan	hyvä	adjective	-	+superlative+sg+gen
parasta	hyvä	adjective	-	+superlative+sg+par
parhaaseen	hyvä	adjective	-	+superlative+sg+ill
parhaiden	hyvä	adjective	-	+superlative+pl+gen
parhaitten	hyvä	adjective	-	+superlative+pl+gen
parhaita	hyvä	adjective	-	+superlative+pl+par
parhaisiin	hyvä	adjective	-	+superlative+pl+ill
parhaissa	hyvä	adjective	-	+superlative+pl+ine
parhaana	hyvä	adjective	-	+superlative+sg+ess
parhaina	hyvä	adjective	-	+superlative+pl+ess
parhaihin	hyvä	adjective	-	+superlative+pl+ill+rare
parhaalle	hyvä	adjective	-	+superlative+sg+all
parhaalla	hyvä	adjective	-	+superlative+sg+ade
parhaalta	hyvä	adjective	-	+superlative+sg+abl
parhaassa	hyvä	adjective	-	+superlative+sg+ine
parhaasta	hyvä	adjective	-	+superlative+sg+ela
parhaaksi	hyvä	adjective	-	+superlative+sg+tra
parhaatta	hyvä	adjective	-	+superlative+sg+abe
parhaat	hyvä	adjective	-	+superlative+pl+nom
parhaille	hyvä	adjective	-	+superlative+pl+all
parhailla	hyvä	adjective	-	+superlative+pl+ade
parhailta	hyvä	adjective	-	+superlative+pl+abl
parhaista	hyvä	adjective	-	+superlative+pl+ela
parhaiksi	hyvä	adjective	-	+superlative+pl+tra
parhaitta	hyvä	adjective	-	+superlative+pl+abe
parhain	hyvä	adjective	-	+superlative+pl+ins
parhaine	hyvä	adjective	-	+superlative+pl+com
Thaimaaseen	Thai|maa	proper	-	+sg+ill+nstd
isämeitä	isä|meitä	noun	-	+sg+nom
isämeidän	isä|meitä	noun	-	+sg+gen
isämeitää	isä|meitä	noun	-	+sg+par
isämeidän	isä|meidän	noun	-	+sg+nom
tuta	tuta	verb	arch	+inf1
lähtä	lähtä	verb	arch	+inf1
raketa	raketa	verb	arch	+inf1
tutaan	tuta	verb	arch	+pass+pres
lähtään	lähtä	verb	arch	+pass+pres
raketaan	raketa	verb	arch	+pass+pres
tuttu	tuta	verb	arch	+pass+part_past
lähty	lähtä	verb	arch	+pass+part_past
rakettu	raketa	verb	arch	+pass+part_past
veliseni	veliseni	noun	-	+sg+nom
kultaseni	kultaseni	noun	-	+sg+nom
eukkoseni	eukkoseni	noun	-	+sg+nom
muoriseni	muoriseni	noun	-	+sg+nom
veliseni	velinen	noun	-	+sg+nom+poss1sg
kultaseni	kultanen	noun	-	+sg+nom+poss1sg
eukkoseni	eukkonen	noun	-	+sg+nom+poss1sg
muoriseni	muorinen	noun	-	+sg+nom+poss1sg
ollos	olla	verb	-	+optat+rare
saapuos	saapua	verb	-	+optat+rare
nykyä	nyky	noun	-	+sg+par+rare

vaakita	vaakita	verb	nstd	+inf1
vaakitaan	vaakitaan	verb	nstd	+pass+pres

taita	taita	verb	arch|rare	+inf1
tainnut	taita	verb	arch|rare	+part_past
taitaan	taita	verb	arch	+pass+pres

tietä	tietä	verb	arch|rare	+inf1
tiennyt	tietä	verb	arch|rare	+part_past
tietty	tietä	verb	arch|rare	+pass+part_past
tietään	tietä	verb	arch	+pass+pres

Yhdysvaltain	Yhdys|vallat	proper-pl	-	+gen

Virrat	Virrat	proper-pl	-	+nom
Virtain	Virrat	proper-pl	-	+gen
Virtoja	Virrat	proper-pl	-	+par
Virroille	Virrat	proper-pl	-	+all
Virroilla	Virrat	proper-pl	-	+ade
Virroilta	Virrat	proper-pl	-	+abl
Virtoihin	Virrat	proper-pl	-	+ill
Virroissa	Virrat	proper-pl	-	+ine
Virroista	Virrat	proper-pl	-	+ela
Virroiksi	Virrat	proper-pl	-	+tra
Virtoina	Virrat	proper-pl	-	+ess
Virroin	Virrat	proper-pl	-	+ins
Virtoine	Virrat	proper-pl	-	+com
Virroitta	Virrat	proper-pl	-	+abe
Virtaita	Virrat	proper-pl	-	+par
Virtaille	Virrat	proper-pl	-	+all
Virtailla	Virrat	proper-pl	-	+ade
Virtailta	Virrat	proper-pl	-	+abl
Virtaihin	Virrat	proper-pl	-	+ill
Virtaissa	Virrat	proper-pl	-	+ine
Virtaista	Virrat	proper-pl	-	+ela
Virtaiksi	Virrat	proper-pl	-	+tra
Virtaina	Virrat	proper-pl	-	+ess
Virtaitta	Virrat	proper-pl	-	+abe
Kangasala	Kangas|ala	proper	-	+sg+nom
Kangasalan	Kangas|ala	proper	-	+sg+gen
Kangasalaa	Kangas|ala	proper	-	+sg+par
Kangasalle	Kangas|ala	proper	-	+sg+all
Kangasalla	Kangas|ala	proper	-	+sg+ade
Kangasalta	Kangas|ala	proper	-	+sg+abl
Kangasalaan	Kangas|ala	proper	-	+sg+ill
Kangasalassa	Kangas|ala	proper	-	+sg+ine
Kangasalasta	Kangas|ala	proper	-	+sg+ela
Kangasalaksi	Kangas|ala	proper	-	+sg+tra
Kangasalana	Kangas|ala	proper	-	+sg+ess
Kangasalat	Kangas|ala	proper	-	+pl+nom
Kangasalojen	Kangas|ala	proper	-	+pl+gen
Kangasaloja	Kangas|ala	proper	-	+pl+par
Kangasaloille	Kangas|ala	proper	-	+pl+all
Kangasaloilla	Kangas|ala	proper	-	+pl+ade
Kangasaloilta	Kangas|ala	proper	-	+pl+abl
Kangasaloihin	Kangas|ala	proper	-	+pl+ill
Kangasaloissa	Kangas|ala	proper	-	+pl+ine
Kangasaloista	Kangas|ala	proper	-	+pl+ela
Kangasaloiksi	Kangas|ala	proper	-	+pl+tra
Kangasaloina	Kangas|ala	proper	-	+pl+ess
Kangasaloin	Kangas|ala	proper	-	+pl+ins
Kangasaloine	Kangas|ala	proper	-	+pl+com
# -	Kaukas	-	proper	-	-	-	-	-	-
toi	toi	pronoun	dial|coll	+sg+nom
tolta	toi	pronoun	dial|coll	+sg+abl
tolla	toi	pronoun	dial|coll	+sg+ade
tolle	toi	pronoun	dial|coll	+sg+all
tosta	toi	pronoun	dial|coll	+sg+ela
tona	toi	pronoun	dial|coll	+sg+ess
ton	toi	pronoun	dial|coll	+sg+gen
tohon	toi	pronoun	dial|coll	+sg+ill
tossa	toi	pronoun	dial|coll	+sg+ine
tota	toi	pronoun	dial|coll	+sg+par
toksi	toi	pronoun	dial|coll	+sg+tra
noi	toi	pronoun	dial|coll	+pl+nom
#noitta	toi	pronoun	dial|coll	+pl+abe+rare
#noilta	toi	pronoun	dial|coll	+pl+abl
#noilla	toi	pronoun	dial|coll	+pl+ade
#noille	toi	pronoun	dial|coll	+pl+all
#noine	toi	pronoun	dial|coll	+pl+com
#noista	toi	pronoun	dial|coll	+pl+ela
#noina	toi	pronoun	dial|coll	+pl+ess
#noiden	toi	pronoun	dial|coll	+pl+gen
#noitten	toi	pronoun	dial|coll	+pl+gen
#noihin	toi	pronoun	dial|coll	+pl+ill
#noissa	toi	pronoun	dial|coll	+pl+ine
#noita	toi	pronoun	dial|coll	+pl+par
#noiksi	toi	pronoun	dial|coll	+pl+tra

tää	tää	pronoun	dial|coll	+sg+nom
#tältä	tää	pronoun	dial|coll	+sg+abl
#tällä	tää	pronoun	dial|coll	+sg+ade
#tälle	tää	pronoun	dial|coll	+sg+all
#tästä	tää	pronoun	dial|coll	+sg+ela
#tänä	tää	pronoun	dial|coll	+sg+ess
tän	tää	pronoun	dial|coll	+sg+gen
#tähän	tää	pronoun	dial|coll	+sg+ill
#tässä	tää	pronoun	dial|coll	+sg+ine
#tätä	tää	pronoun	dial|coll	+sg+par
#täksi	tää	pronoun	dial|coll	+sg+tra
nää	tää	pronoun	dial|coll	+pl+nom
#näittä	tää	pronoun	dial|coll	+pl+abe+rare
#näiltä	tää	pronoun	dial|coll	+pl+abl
#näillä	tää	pronoun	dial|coll	+pl+ade
#näille	tää	pronoun	dial|coll	+pl+all
#näine	tää	pronoun	dial|coll	+pl+com
#näistä	tää	pronoun	dial|coll	+pl+ela
#näinä	tää	pronoun	dial|coll	+pl+ess
#näiden	tää	pronoun	dial|coll	+pl+gen
#näitten	tää	pronoun	dial|coll	+pl+gen
#näihin	tää	pronoun	dial|coll	+pl+ill
#näissä	tää	pronoun	dial|coll	+pl+ine
#näitä	tää	pronoun	dial|coll	+pl+par
#näiksi	tää	pronoun	dial|coll	+pl+tra
verta	verta	noun	-	+sg+nom
vertaa	verta	noun	-	+sg+par
verran	verta	noun	-	+sg+gen
verran	verta	noun	-	+sg+ins
verroin	verta	noun	-	+pl+ins
vertoja	verta	noun	-	+pl+par
ne	ne	pronoun-pl	-	+nom
niiden	ne	pronoun-pl	-	+gen
niitten	ne	pronoun-pl	-	+gen
niitä	ne	pronoun-pl	-	+par
niihin	ne	pronoun-pl	-	+ill
niissä	ne	pronoun-pl	-	+ine
niistä	ne	pronoun-pl	-	+ela
niille	ne	pronoun-pl	-	+all
niillä	ne	pronoun-pl	-	+ade
niiltä	ne	pronoun-pl	-	+abl
niiksi	ne	pronoun-pl	-	+tra
niinä	ne	pronoun-pl	-	+ess
niine	ne	pronoun-pl	-	+com
niittä	ne	pronoun-pl	-	+abe+rare
nämä	nämä	pronoun-pl	-	+nom
näittä	nämä	pronoun-pl	-	+abe+rare
näiltä	nämä	pronoun-pl	-	+abl
näillä	nämä	pronoun-pl	-	+ade
näille	nämä	pronoun-pl	-	+all
näine	nämä	pronoun-pl	-	+com
näistä	nämä	pronoun-pl	-	+ela
näinä	nämä	pronoun-pl	-	+ess
näiden	nämä	pronoun-pl	-	+gen
näitten	nämä	pronoun-pl	-	+gen
näihin	nämä	pronoun-pl	-	+ill
näissä	nämä	pronoun-pl	-	+ine
näitä	nämä	pronoun-pl	-	+par
näiksi	nämä	pronoun-pl	-	+tra
nuo	nuo	pronoun-pl	-	+nom
noitta	nuo	pronoun-pl	-	+abe+rare
noilta	nuo	pronoun-pl	-	+abl
noilla	nuo	pronoun-pl	-	+ade
noille	nuo	pronoun-pl	-	+all
noine	nuo	pronoun-pl	-	+com
noista	nuo	pronoun-pl	-	+ela
noina	nuo	pronoun-pl	-	+ess
noiden	nuo	pronoun-pl	-	+gen
noitten	nuo	pronoun-pl	-	+gen
noihin	nuo	pronoun-pl	-	+ill
noissa	nuo	pronoun-pl	-	+ine
noita	nuo	pronoun-pl	-	+par
noiksi	nuo	pronoun-pl	-	+tra
mää	mää	pronoun	dial|coll	+sg+nom
mut	mää	pronoun	dial|coll	+sg+acc
mun	mää	pronoun	dial|coll	+sg+gen
mua	mää	pronoun	dial|coll	+sg+par
muhun	mää	pronoun	dial|coll	+sg+ill
mussa	mää	pronoun	dial|coll	+sg+ine
musta	mää	pronoun	dial|coll	+sg+ela
mulle	mää	pronoun	dial|coll	+sg+all
mulla	mää	pronoun	dial|coll	+sg+ade
multa	mää	pronoun	dial|coll	+sg+abl
muksi	mää	pronoun	dial|coll	+sg+tra
sää	sää	pronoun	dial|coll	+sg+nom
sut	sää	pronoun	dial|coll	+sg+acc
sun	sää	pronoun	dial|coll	+sg+gen
sua	sää	pronoun	dial|coll	+sg+par
suhun	sää	pronoun	dial|coll	+sg+ill
sussa	sää	pronoun	dial|coll	+sg+ine
susta	sää	pronoun	dial|coll	+sg+ela
sulle	sää	pronoun	dial|coll	+sg+all
sulla	sää	pronoun	dial|coll	+sg+ade
sulta	sää	pronoun	dial|coll	+sg+abl
suksi	sää	pronoun	dial|coll	+sg+tra
myö	myö	pronoun-pl	-	+nom
työ	työ	pronoun-pl	-	+nom
hyö	hyö	pronoun-pl	-	+nom

minunlaiseni	minun|laiseni	adjective	-	+sg+nom
minunlaiseni	minun|laiseni	adjective	-	+sg+gen
minunlaistani	minun|laiseni	adjective	-	+sg+par
minunlaiselleni	minun|laiseni	adjective	-	+sg+all
minunlaisellani	minun|laiseni	adjective	-	+sg+ade
minunlaiseltani	minun|laiseni	adjective	-	+sg+abl
minunlaiseeni	minun|laiseni	adjective	-	+sg+ill
minunlaisessani	minun|laiseni	adjective	-	+sg+ine
minunlaisestani	minun|laiseni	adjective	-	+sg+ela
minunlaisenani	minun|laiseni	adjective	-	+sg+ess
minunlaisekseni	minun|laiseni	adjective	-	+sg+tra
minunlaisettani	minun|laiseni	adjective	-	+sg+abe

sinunlaisesi	sinun|laisesi	adjective	-	+sg+nom
sinunlaisesi	sinun|laisesi	adjective	-	+sg+gen
sinunlaistasi	sinun|laisesi	adjective	-	+sg+par
sinunlaisellesi	sinun|laisesi	adjective	-	+sg+all
sinunlaisellasi	sinun|laisesi	adjective	-	+sg+ade
sinunlaiseltasi	sinun|laisesi	adjective	-	+sg+abl
sinunlaiseesi	sinun|laisesi	adjective	-	+sg+ill
sinunlaisessasi	sinun|laisesi	adjective	-	+sg+ine
sinunlaisestasi	sinun|laisesi	adjective	-	+sg+ela
sinunlaisenasi	sinun|laisesi	adjective	-	+sg+ess
sinunlaiseksesi	sinun|laisesi	adjective	-	+sg+tra
sinunlaisettasi	sinun|laisesi	adjective	-	+sg+abe

meidänlaisemme	meidän|laisemme	adjective	-	+sg+nom
meidänlaisemme	meidän|laisemme	adjective	-	+sg+gen
meidänlaistamme	meidän|laisemme	adjective	-	+sg+par
meidänlaisellemme	meidän|laisemme	adjective	-	+sg+all
meidänlaisellamme	meidän|laisemme	adjective	-	+sg+ade
meidänlaiseltamme	meidän|laisemme	adjective	-	+sg+abl
meidänlaiseemme	meidän|laisemme	adjective	-	+sg+ill
meidänlaisessamme	meidän|laisemme	adjective	-	+sg+ine
meidänlaisestamme	meidän|laisemme	adjective	-	+sg+ela
meidänlaisenamme	meidän|laisemme	adjective	-	+sg+ess
meidänlaiseksemme	meidän|laisemme	adjective	-	+sg+tra
meidänlaisettamme	meidän|laisemme	adjective	-	+sg+abe

teidänlaisenne	teidän|laisenne	adjective	-	+sg+nom
teidänlaisenne	teidän|laisenne	adjective	-	+sg+gen
teidänlaistanne	teidän|laisenne	adjective	-	+sg+par
teidänlaisellenne	teidän|laisenne	adjective	-	+sg+all
teidänlaisellanne	teidän|laisenne	adjective	-	+sg+ade
teidänlaiseltanne	teidän|laisenne	adjective	-	+sg+abl
teidänlaiseenne	teidän|laisenne	adjective	-	+sg+ill
teidänlaisessanne	teidän|laisenne	adjective	-	+sg+ine
teidänlaisestanne	teidän|laisenne	adjective	-	+sg+ela
teidänlaisenanne	teidän|laisenne	adjective	-	+sg+ess
teidänlaiseksenne	teidän|laisenne	adjective	-	+sg+tra
teidänlaisettanne	teidän|laisenne	adjective	-	+sg+abe

hänenlaisensa	hänen|laisensa	adjective	-	+sg+nom
hänenlaisensa	hänen|laisensa	adjective	-	+sg+gen
hänenlaistansa	hänen|laisensa	adjective	-	+sg+par
hänenlaisellensa	hänen|laisensa	adjective	-	+sg+all
hänenlaisellansa	hänen|laisensa	adjective	-	+sg+ade
hänenlaiseltansa	hänen|laisensa	adjective	-	+sg+abl
hänenlaiseensa	hänen|laisensa	adjective	-	+sg+ill
hänenlaisessansa	hänen|laisensa	adjective	-	+sg+ine
hänenlaisestansa	hänen|laisensa	adjective	-	+sg+ela
hänenlaisenansa	hänen|laisensa	adjective	-	+sg+ess
hänenlaiseksensa	hänen|laisensa	adjective	-	+sg+tra
hänenlaisettansa	hänen|laisensa	adjective	-	+sg+abe
hänenlaistaan	hänen|laisensa	adjective	-	+sg+par
hänenlaiselleen	hänen|laisensa	adjective	-	+sg+all
hänenlaisellaan	hänen|laisensa	adjective	-	+sg+ade
hänenlaiseltaan	hänen|laisensa	adjective	-	+sg+abl
hänenlaisessaan	hänen|laisensa	adjective	-	+sg+ine
hänenlaisestaan	hänen|laisensa	adjective	-	+sg+ela
hänenlaisenaan	hänen|laisensa	adjective	-	+sg+ess
hänenlaisekseen	hänen|laisensa	adjective	-	+sg+tra
hänenlaisettaan	hänen|laisensa	adjective	-	+sg+abe

heidänlaisensa	heidän|laisensa	adjective	-	+sg+nom
heidänlaisensa	heidän|laisensa	adjective	-	+sg+gen
heidänlaistansa	heidän|laisensa	adjective	-	+sg+par
heidänlaisellensa	heidän|laisensa	adjective	-	+sg+all
heidänlaisellansa	heidän|laisensa	adjective	-	+sg+ade
heidänlaiseltansa	heidän|laisensa	adjective	-	+sg+abl
heidänlaiseensa	heidän|laisensa	adjective	-	+sg+ill
heidänlaisessansa	heidän|laisensa	adjective	-	+sg+ine
heidänlaisestansa	heidän|laisensa	adjective	-	+sg+ela
heidänlaisenansa	heidän|laisensa	adjective	-	+sg+ess
heidänlaiseksensa	heidän|laisensa	adjective	-	+sg+tra
heidänlaisettansa	heidän|laisensa	adjective	-	+sg+abe
heidänlaistaan	heidän|laisensa	adjective	-	+sg+par
heidänlaiselleen	heidän|laisensa	adjective	-	+sg+all
heidänlaisellaan	heidän|laisensa	adjective	-	+sg+ade
heidänlaiseltaan	heidän|laisensa	adjective	-	+sg+abl
heidänlaisessaan	heidän|laisensa	adjective	-	+sg+ine
heidänlaisestaan	heidän|laisensa	adjective	-	+sg+ela
heidänlaisenaan	heidän|laisensa	adjective	-	+sg+ess
heidänlaisekseen	heidän|laisensa	adjective	-	+sg+tra
heidänlaisettaan	heidän|laisensa	adjective	-	+sg+abe

kaikkine	kaikki	pronoun	-	+pl+com

johonka	joka	pronoun	-	+sg+ill+dial
jolleka	joka	pronoun	-	+sg+all+dial
millekä	mikä	pronoun	-	+sg+all+dial
mihinkä	mikä	pronoun	-	+sg+ill+dial

mihinkä	mihin	adverb	-	+ka
mitenkä	miten	adverb	-	+ka
jotenka	joten	adverb	-	+ka
jolloinka	jolloin	adverb	-	+ka
milloinka	milloin	adverb	-	+ka

surku	surku	noun	-	+sg+nom
surkua	surku	noun	-	+sg+par
surkuun	surku	noun	-	+sg+ill
ihme	ihme	adjective	-	+sg+nom
ihmeen	ihme	adjective	-	+sg+gen
ihmeempi	ihme	adjective	-	+comparative+sg+gen
ihmeempää	ihme	adjective	-	+comparative+sg+par
